uso_de_praticas_sustentaveis_,area_da_propriedade__hectares__,regional_,count
"Calagem, Recuperação de pastagens",20 - 50 ha,Gurupi,1
"Curva de nível, Rotação de Cultura, Aceiros, Descarte correto de embalagens, Recuperação de pastagens, Adubação",20 - 50 ha,Araguatins,1
"Reaproveitamento de residuos, Rotação de Cultura, Aceiros, Calagem, Consórcio, Descarte correto de embalagens, Recuperação de pastagens",Acima de 320 ha,Araguatins,1
"Rotação de Cultura, Aceiros, Consórcio",10 - 20 ha,Miracema,1
"Curva de nível, Rotação de Cultura, Aceiros, Calagem",20 - 50 ha,Gurupi,1
"Rotação de Cultura, Aceiros, Recuperação de pastagens, Adubação",50 - 100 ha,Porto,1
Não Usa,5 - 10 ha,Miracema,1
Adubação,20 - 50 ha,Miracema,1
"Calagem, Adubação",1 - 5 ha,Araguaina,1
"Adubação verde, Aceiros, Plantio direto, Adubação",50 - 100 ha,Miracema,1
"Adubação verde, Reaproveitamento de residuos, Rotação de Cultura, Aceiros, Descarte correto de embalagens",Até 1 ha,Araguatins,1
"Consórcio, Recuperação de pastagens",20 - 50 ha,Gurupi,1
"Aceiros, Calagem, Descarte correto de embalagens, Recuperação de pastagens",100 - 200 ha,Araguaina,1
"Rotação de Cultura, Aceiros",20 - 50 ha,Gurupi,1
Rotação de Cultura,20 - 50 ha,Araguatins,1
"Calagem, Adubação",20 - 50 ha,Paraiso,1
"Adubação verde, Reaproveitamento de residuos",Até 1 ha,Paraiso,1
Aceiros,100 - 200 ha,Araguatins,1
"Reaproveitamento de residuos, Aceiros, Adubação",50 - 100 ha,Paraiso,1
"Aceiros, Calagem, Consórcio",50 - 100 ha,Araguaina,1
"Adubação verde, Aceiros, Adubação",50 - 100 ha,Miracema,1
"Aceiros, Descarte correto de embalagens, Recuperação de pastagens",10 - 20 ha,Araguaina,1
"Aceiros, Plantio direto, Adubação",10 - 20 ha,Miracema,1
"Adubação verde, Reaproveitamento de residuos, Aceiros, Calagem, Adubação",100 - 200 ha,Taguatinga,1
"Aceiros, Descarte correto de embalagens, Recuperação de pastagens, Adubação",100 - 200 ha,Araguaina,1
"Rotação de Cultura, Calagem, ILP - Integração Lavoura Pecuária, Recuperação de pastagens, Adubação",20 - 50 ha,Taguatinga,1
"Rotação de Cultura, Aceiros, Recuperação de pastagens, Adubação",5 - 10 ha,Porto,1
"Aceiros, Recuperação de pastagens",10 - 20 ha,Porto,1
"Aceiros, Consórcio",20 - 50 ha,Paraiso,1
"Adubação verde, Rotação de Cultura, Calagem, Recuperação de pastagens, Plantio direto, Adubação",100 - 200 ha,Taguatinga,1
"Aceiros, Calagem, Adubação",10 - 20 ha,Miracema,1
"Rotação de Cultura, Aceiros, Calagem, Descarte correto de embalagens, Plantio direto, Adubação",20 - 50 ha,Araguatins,1
Curva de nível,10 - 20 ha,Taguatinga,1
"Reaproveitamento de residuos, Rotação de Cultura, Aceiros, Calagem, Consórcio, Recuperação de pastagens, Adubação",50 - 100 ha,Araguaina,1
"Rotação de Cultura, Aceiros, Recuperação de pastagens, Plantio direto",10 - 20 ha,Araguaina,1
"Reaproveitamento de residuos, Rotação de Cultura, Aceiros, Consórcio, Adubação, Apiário",50 - 100 ha,Araguaina,1
"Rotação de Cultura, Calagem, Descarte correto de embalagens, Adubação",50 - 100 ha,Araguatins,1
"Rotação de Cultura, Aceiros",1 - 5 ha,Porto,1
"Calagem, Adubação",10 - 20 ha,Gurupi,1
"Rotação de Cultura, Aceiros, Calagem, Recuperação de pastagens, Adubação",20 - 50 ha,Porto,1
Adubação,Até 1 ha,Araguatins,1
"Adubação verde, Reaproveitamento de residuos, Rotação de Cultura, Plantio direto, Adubação",1 - 5 ha,Porto,1
"Curva de nível, Aceiros",50 - 100 ha,Araguaina,1
"Adubação verde, Reaproveitamento de residuos, Rotação de Cultura, Aceiros, Calagem, Descarte correto de embalagens, Recuperação de pastagens, Plantio direto, Adubação",50 - 100 ha,Colinas,1
"Reaproveitamento de residuos, Aceiros, Calagem, Consórcio, Adubação",50 - 100 ha,Araguaina,1
"Rotação de Cultura, Aceiros, Adubação",10 - 20 ha,Araguaina,1
Adubação verde,20 - 50 ha,Porto,1
"Reaproveitamento de residuos, Aceiros, Recuperação de pastagens, Adubação",20 - 50 ha,Miracema,1
"Adubação verde, Reaproveitamento de residuos, Rotação de Cultura, Aceiros, Calagem, Consórcio, Recuperação de pastagens, Adubação",20 - 50 ha,Colinas,1
"Descarte correto de embalagens, Adubação",20 - 50 ha,Gurupi,1
"Rotação de Cultura, Aceiros, Calagem, Recuperação de pastagens, Adubação",20 - 50 ha,Gurupi,1
"Reaproveitamento de residuos, Aceiros, Calagem, Plantio direto, Adubação",5 - 10 ha,Paraiso,1
OUTROS,10 - 20 ha,Porto,1
"Curva de nível, Reaproveitamento de residuos",5 - 10 ha,Colinas,1
"Adubação verde, Reaproveitamento de residuos, Plantio direto, Adubação",20 - 50 ha,Colinas,1
"Rotação de Cultura, Aceiros, Calagem, Consórcio, ILP - Integração Lavoura Pecuária, Recuperação de pastagens, Plantio direto, Adubação",50 - 100 ha,Paraiso,1
"Aceiros, Calagem",1 - 5 ha,Porto,1
"Rotação de Cultura, Calagem, Adubação",Até 1 ha,Porto,1
"Aceiros, Descarte correto de embalagens, Adubação",10 - 20 ha,Araguatins,1
Não Usa,20 - 50 ha,Miracema,1
"Reaproveitamento de residuos, Aceiros",5 - 10 ha,Miracema,1
"Aceiros, Recuperação de pastagens, Plantio direto",50 - 100 ha,Paraiso,1
"Aceiros, Calagem, Descarte correto de embalagens, Recuperação de pastagens, Adubação",50 - 100 ha,Porto,1
"Aceiros, Calagem",20 - 50 ha,Araguaina,1
"Curva de nível, Adubação verde, Plantio direto, Adubação",20 - 50 ha,Porto,1
