municipio_ibge,uso_de_praticas_convencionais,qual_o_nivel_de_degradacao_que_predomina_nas_pastagens_,total_respostas,regional,degradacao_ord,pratica_aração,pratica_controle biológico de pragas e doenças.,pratica_gradagem,pratica_monocultura,pratica_não usa,pratica_pastagem nativa,pratica_plantio convencional,pratica_queimadas,pratica_roça de toco,pratica_uso de agrotóxicos,n_praticas_linha,Convencionais_cluster,Dim1,Dim2,Dim3,Dim4,Dim5
Lagoa da Confusão,uso de agrotóxicos,nao possui degradacao,3,Paraiso,0,False,False,False,False,False,False,False,False,False,True,1,0,9.61531457138888e-15,0.34911246916075356,0.6700327129307726,-0.3343671002574351,-0.043439843845700384
Lajeado,aração,nao possui degradacao,1,Porto Nacional,0,True,False,False,False,False,False,False,False,False,False,1,1,0.5702827143382491,-0.41024747637436026,-0.0508442396651693,-0.14478063787405088,-0.023693449089936383
Lajeado,gradagem,nao possui degradacao,1,Porto Nacional,0,False,False,True,False,False,False,False,False,False,False,1,2,-0.5702827143382603,-0.41024747637434367,-0.050844239665163264,-0.14478063787405285,-0.023693449089935904
Luzinópolis,aração,degradacao media,2,Araguatins,2,True,False,False,False,False,False,False,False,False,False,1,1,0.5702827143382491,-0.41024747637436026,-0.0508442396651693,-0.14478063787405088,-0.023693449089936383
Luzinópolis,aração,nao possui degradacao,2,Araguatins,0,True,False,False,False,False,False,False,False,False,False,1,1,0.5702827143382491,-0.41024747637436026,-0.0508442396651693,-0.14478063787405088,-0.023693449089936383
Luzinópolis,gradagem,degradacao media,2,Araguatins,2,False,False,True,False,False,False,False,False,False,False,1,2,-0.5702827143382603,-0.41024747637434367,-0.050844239665163264,-0.14478063787405285,-0.023693449089935904
Luzinópolis,gradagem,nao possui degradacao,2,Araguatins,0,False,False,True,False,False,False,False,False,False,False,1,2,-0.5702827143382603,-0.41024747637434367,-0.050844239665163264,-0.14478063787405285,-0.023693449089935904
Luzinópolis,monocultura,degradacao media,1,Araguatins,2,False,False,False,True,False,False,False,False,False,False,1,0,-1.2549877339378535e-14,0.0878258873954961,0.02816646607841901,0.3026775929462769,0.12794124850399463
Luzinópolis,monocultura,nao possui degradacao,1,Araguatins,0,False,False,False,True,False,False,False,False,False,False,1,0,-1.2549877339378535e-14,0.0878258873954961,0.02816646607841901,0.3026775929462769,0.12794124850399463
Luzinópolis,pastagem nativa,nao possui degradacao,2,Araguatins,0,False,False,False,False,False,True,False,False,False,False,1,0,5.151455246046996e-15,0.10470884231282007,0.035491002752842706,0.5134040042510817,0.8525977121663699
Luzinópolis,plantio convencional,nao possui degradacao,2,Araguatins,0,False,False,False,False,False,False,True,False,False,False,1,0,5.004862510517771e-15,0.48575504150909615,-0.5802668250878884,-0.27887050225175314,-0.0385564324071029
Luzinópolis,queimadas,degradacao media,1,Araguatins,2,False,False,False,False,False,False,False,True,False,False,1,0,7.786449652223937e-16,0.08782588739549005,0.02816646607841554,0.30267759294628427,0.12794124850483707
Luzinópolis,queimadas,nao possui degradacao,1,Araguatins,0,False,False,False,False,False,False,False,True,False,False,1,0,7.786449652223937e-16,0.08782588739549005,0.02816646607841554,0.30267759294628427,0.12794124850483707
Luzinópolis,roça de toco,degradacao media,1,Araguatins,2,False,False,False,False,False,False,False,False,True,False,1,0,2.7898226355905795e-15,0.11294128150342539,0.03937340645745574,0.6975509615815384,-0.7428818676670589
Luzinópolis,uso de agrotóxicos,degradacao media,3,Araguatins,2,False,False,False,False,False,False,False,False,False,True,1,0,9.61531457138888e-15,0.34911246916075356,0.6700327129307726,-0.3343671002574351,-0.043439843845700384
Luzinópolis,uso de agrotóxicos,nao possui degradacao,2,Araguatins,0,False,False,False,False,False,False,False,False,False,True,1,0,9.61531457138888e-15,0.34911246916075356,0.6700327129307726,-0.3343671002574351,-0.043439843845700384
Marianópolis do Tocantins,aração,degradacao media,2,Paraiso,2,True,False,False,False,False,False,False,False,False,False,1,1,0.5702827143382491,-0.41024747637436026,-0.0508442396651693,-0.14478063787405088,-0.023693449089936383
Marianópolis do Tocantins,aração,nao possui degradacao,7,Paraiso,0,True,False,False,False,False,False,False,False,False,False,1,1,0.5702827143382491,-0.41024747637436026,-0.0508442396651693,-0.14478063787405088,-0.023693449089936383
Marianópolis do Tocantins,aração,pouco degradado,1,Paraiso,1,True,False,False,False,False,False,False,False,False,False,1,1,0.5702827143382491,-0.41024747637436026,-0.0508442396651693,-0.14478063787405088,-0.023693449089936383
Marianópolis do Tocantins,gradagem,degradacao media,2,Paraiso,2,False,False,True,False,False,False,False,False,False,False,1,2,-0.5702827143382603,-0.41024747637434367,-0.050844239665163264,-0.14478063787405285,-0.023693449089935904
Marianópolis do Tocantins,gradagem,nao possui degradacao,7,Paraiso,0,False,False,True,False,False,False,False,False,False,False,1,2,-0.5702827143382603,-0.41024747637434367,-0.050844239665163264,-0.14478063787405285,-0.023693449089935904
Marianópolis do Tocantins,gradagem,pouco degradado,1,Paraiso,1,False,False,True,False,False,False,False,False,False,False,1,2,-0.5702827143382603,-0.41024747637434367,-0.050844239665163264,-0.14478063787405285,-0.023693449089935904
Marianópolis do Tocantins,monocultura,degradacao media,2,Paraiso,2,False,False,False,True,False,False,False,False,False,False,1,0,-1.2549877339378535e-14,0.0878258873954961,0.02816646607841901,0.3026775929462769,0.12794124850399463
Marianópolis do Tocantins,monocultura,muito degradado,1,Paraiso,3,False,False,False,True,False,False,False,False,False,False,1,0,-1.2549877339378535e-14,0.0878258873954961,0.02816646607841901,0.3026775929462769,0.12794124850399463
Marianópolis do Tocantins,não usa,degradacao media,3,Paraiso,2,False,False,False,False,True,False,False,False,False,False,1,0,6.670931225427116e-16,0.07305223609661152,0.022374728356403084,0.19981194059694285,0.06192555850846163
Marianópolis do Tocantins,pastagem nativa,degradacao media,5,Paraiso,2,False,False,False,False,False,True,False,False,False,False,1,0,5.151455246046996e-15,0.10470884231282007,0.035491002752842706,0.5134040042510817,0.8525977121663699
Marianópolis do Tocantins,pastagem nativa,muito degradado,2,Paraiso,3,False,False,False,False,False,True,False,False,False,False,1,0,5.151455246046996e-15,0.10470884231282007,0.035491002752842706,0.5134040042510817,0.8525977121663699
Marianópolis do Tocantins,plantio convencional,degradacao media,11,Paraiso,2,False,False,False,False,False,False,True,False,False,False,1,0,5.004862510517771e-15,0.48575504150909615,-0.5802668250878884,-0.27887050225175314,-0.0385564324071029
Marianópolis do Tocantins,plantio convencional,muito degradado,1,Paraiso,3,False,False,False,False,False,False,True,False,False,False,1,0,5.004862510517771e-15,0.48575504150909615,-0.5802668250878884,-0.27887050225175314,-0.0385564324071029
Marianópolis do Tocantins,plantio convencional,nao possui degradacao,3,Paraiso,0,False,False,False,False,False,False,True,False,False,False,1,0,5.004862510517771e-15,0.48575504150909615,-0.5802668250878884,-0.27887050225175314,-0.0385564324071029
Marianópolis do Tocantins,uso de agrotóxicos,degradacao media,9,Paraiso,2,False,False,False,False,False,False,False,False,False,True,1,0,9.61531457138888e-15,0.34911246916075356,0.6700327129307726,-0.3343671002574351,-0.043439843845700384
Marianópolis do Tocantins,uso de agrotóxicos,nao possui degradacao,3,Paraiso,0,False,False,False,False,False,False,False,False,False,True,1,0,9.61531457138888e-15,0.34911246916075356,0.6700327129307726,-0.3343671002574351,-0.043439843845700384
Marianópolis do Tocantins,uso de agrotóxicos,pouco degradado,1,Paraiso,1,False,False,False,False,False,False,False,False,False,True,1,0,9.61531457138888e-15,0.34911246916075356,0.6700327129307726,-0.3343671002574351,-0.043439843845700384
Miracema do Tocantins,aração,degradacao media,1,Miracema,2,True,False,False,False,False,False,False,False,False,False,1,1,0.5702827143382491,-0.41024747637436026,-0.0508442396651693,-0.14478063787405088,-0.023693449089936383
Miracema do Tocantins,aração,nao possui degradacao,4,Miracema,0,True,False,False,False,False,False,False,False,False,False,1,1,0.5702827143382491,-0.41024747637436026,-0.0508442396651693,-0.14478063787405088,-0.023693449089936383
Miracema do Tocantins,aração,pouco degradado,8,Miracema,1,True,False,False,False,False,False,False,False,False,False,1,1,0.5702827143382491,-0.41024747637436026,-0.0508442396651693,-0.14478063787405088,-0.023693449089936383
Miracema do Tocantins,gradagem,degradacao media,1,Miracema,2,False,False,True,False,False,False,False,False,False,False,1,2,-0.5702827143382603,-0.41024747637434367,-0.050844239665163264,-0.14478063787405285,-0.023693449089935904
Miracema do Tocantins,gradagem,nao possui degradacao,4,Miracema,0,False,False,True,False,False,False,False,False,False,False,1,2,-0.5702827143382603,-0.41024747637434367,-0.050844239665163264,-0.14478063787405285,-0.023693449089935904
Miracema do Tocantins,gradagem,pouco degradado,8,Miracema,1,False,False,True,False,False,False,False,False,False,False,1,2,-0.5702827143382603,-0.41024747637434367,-0.050844239665163264,-0.14478063787405285,-0.023693449089935904
Miracema do Tocantins,pastagem nativa,nao possui degradacao,1,Miracema,0,False,False,False,False,False,True,False,False,False,False,1,0,5.151455246046996e-15,0.10470884231282007,0.035491002752842706,0.5134040042510817,0.8525977121663699
Miracema do Tocantins,pastagem nativa,pouco degradado,3,Miracema,1,False,False,False,False,False,True,False,False,False,False,1,0,5.151455246046996e-15,0.10470884231282007,0.035491002752842706,0.5134040042510817,0.8525977121663699
Miracema do Tocantins,plantio convencional,degradacao media,2,Miracema,2,False,False,False,False,False,False,True,False,False,False,1,0,5.004862510517771e-15,0.48575504150909615,-0.5802668250878884,-0.27887050225175314,-0.0385564324071029
Miracema do Tocantins,plantio convencional,nao possui degradacao,2,Miracema,0,False,False,False,False,False,False,True,False,False,False,1,0,5.004862510517771e-15,0.48575504150909615,-0.5802668250878884,-0.27887050225175314,-0.0385564324071029
Miracema do Tocantins,plantio convencional,pouco degradado,8,Miracema,1,False,False,False,False,False,False,True,False,False,False,1,0,5.004862510517771e-15,0.48575504150909615,-0.5802668250878884,-0.27887050225175314,-0.0385564324071029
Miracema do Tocantins,roça de toco,pouco degradado,1,Miracema,1,False,False,False,False,False,False,False,False,True,False,1,0,2.7898226355905795e-15,0.11294128150342539,0.03937340645745574,0.6975509615815384,-0.7428818676670589
Miracema do Tocantins,uso de agrotóxicos,degradacao media,1,Miracema,2,False,False,False,False,False,False,False,False,False,True,1,0,9.61531457138888e-15,0.34911246916075356,0.6700327129307726,-0.3343671002574351,-0.043439843845700384
Miracema do Tocantins,uso de agrotóxicos,nao possui degradacao,1,Miracema,0,False,False,False,False,False,False,False,False,False,True,1,0,9.61531457138888e-15,0.34911246916075356,0.6700327129307726,-0.3343671002574351,-0.043439843845700384
Miracema do Tocantins,uso de agrotóxicos,pouco degradado,6,Miracema,1,False,False,False,False,False,False,False,False,False,True,1,0,9.61531457138888e-15,0.34911246916075356,0.6700327129307726,-0.3343671002574351,-0.043439843845700384
Miranorte,aração,nao possui degradacao,27,Miracema,0,True,False,False,False,False,False,False,False,False,False,1,1,0.5702827143382491,-0.41024747637436026,-0.0508442396651693,-0.14478063787405088,-0.023693449089936383
Miranorte,aração,pouco degradado,7,Miracema,1,True,False,False,False,False,False,False,False,False,False,1,1,0.5702827143382491,-0.41024747637436026,-0.0508442396651693,-0.14478063787405088,-0.023693449089936383
Miranorte,gradagem,nao possui degradacao,27,Miracema,0,False,False,True,False,False,False,False,False,False,False,1,2,-0.5702827143382603,-0.41024747637434367,-0.050844239665163264,-0.14478063787405285,-0.023693449089935904
Miranorte,gradagem,pouco degradado,7,Miracema,1,False,False,True,False,False,False,False,False,False,False,1,2,-0.5702827143382603,-0.41024747637434367,-0.050844239665163264,-0.14478063787405285,-0.023693449089935904
Miranorte,monocultura,nao possui degradacao,1,Miracema,0,False,False,False,True,False,False,False,False,False,False,1,0,-1.2549877339378535e-14,0.0878258873954961,0.02816646607841901,0.3026775929462769,0.12794124850399463
Miranorte,monocultura,pouco degradado,1,Miracema,1,False,False,False,True,False,False,False,False,False,False,1,0,-1.2549877339378535e-14,0.0878258873954961,0.02816646607841901,0.3026775929462769,0.12794124850399463
Miranorte,não usa,nao possui degradacao,1,Miracema,0,False,False,False,False,True,False,False,False,False,False,1,0,6.670931225427116e-16,0.07305223609661152,0.022374728356403084,0.19981194059694285,0.06192555850846163
Miranorte,não usa,pouco degradado,3,Miracema,1,False,False,False,False,True,False,False,False,False,False,1,0,6.670931225427116e-16,0.07305223609661152,0.022374728356403084,0.19981194059694285,0.06192555850846163
Miranorte,pastagem nativa,pouco degradado,1,Miracema,1,False,False,False,False,False,True,False,False,False,False,1,0,5.151455246046996e-15,0.10470884231282007,0.035491002752842706,0.5134040042510817,0.8525977121663699
Miranorte,plantio convencional,nao possui degradacao,14,Miracema,0,False,False,False,False,False,False,True,False,False,False,1,0,5.004862510517771e-15,0.48575504150909615,-0.5802668250878884,-0.27887050225175314,-0.0385564324071029
Miranorte,plantio convencional,pouco degradado,1,Miracema,1,False,False,False,False,False,False,True,False,False,False,1,0,5.004862510517771e-15,0.48575504150909615,-0.5802668250878884,-0.27887050225175314,-0.0385564324071029
Miranorte,roça de toco,nao possui degradacao,1,Miracema,0,False,False,False,False,False,False,False,False,True,False,1,0,2.7898226355905795e-15,0.11294128150342539,0.03937340645745574,0.6975509615815384,-0.7428818676670589
Miranorte,uso de agrotóxicos,nao possui degradacao,30,Miracema,0,False,False,False,False,False,False,False,False,False,True,1,0,9.61531457138888e-15,0.34911246916075356,0.6700327129307726,-0.3343671002574351,-0.043439843845700384
Miranorte,uso de agrotóxicos,pouco degradado,3,Miracema,1,False,False,False,False,False,False,False,False,False,True,1,0,9.61531457138888e-15,0.34911246916075356,0.6700327129307726,-0.3343671002574351,-0.043439843845700384
Monte Santo do Tocantins,aração,degradacao media,1,Paraiso,2,True,False,False,False,False,False,False,False,False,False,1,1,0.5702827143382491,-0.41024747637436026,-0.0508442396651693,-0.14478063787405088,-0.023693449089936383
Monte Santo do Tocantins,aração,nao possui degradacao,4,Paraiso,0,True,False,False,False,False,False,False,False,False,False,1,1,0.5702827143382491,-0.41024747637436026,-0.0508442396651693,-0.14478063787405088,-0.023693449089936383
Monte Santo do Tocantins,aração,pouco degradado,2,Paraiso,1,True,False,False,False,False,False,False,False,False,False,1,1,0.5702827143382491,-0.41024747637436026,-0.0508442396651693,-0.14478063787405088,-0.023693449089936383
Monte Santo do Tocantins,gradagem,degradacao media,1,Paraiso,2,False,False,True,False,False,False,False,False,False,False,1,2,-0.5702827143382603,-0.41024747637434367,-0.050844239665163264,-0.14478063787405285,-0.023693449089935904
Monte Santo do Tocantins,gradagem,nao possui degradacao,4,Paraiso,0,False,False,True,False,False,False,False,False,False,False,1,2,-0.5702827143382603,-0.41024747637434367,-0.050844239665163264,-0.14478063787405285,-0.023693449089935904
Monte Santo do Tocantins,gradagem,pouco degradado,2,Paraiso,1,False,False,True,False,False,False,False,False,False,False,1,2,-0.5702827143382603,-0.41024747637434367,-0.050844239665163264,-0.14478063787405285,-0.023693449089935904
Monte Santo do Tocantins,monocultura,pouco degradado,1,Paraiso,1,False,False,False,True,False,False,False,False,False,False,1,0,-1.2549877339378535e-14,0.0878258873954961,0.02816646607841901,0.3026775929462769,0.12794124850399463
Monte Santo do Tocantins,pastagem nativa,pouco degradado,3,Paraiso,1,False,False,False,False,False,True,False,False,False,False,1,0,5.151455246046996e-15,0.10470884231282007,0.035491002752842706,0.5134040042510817,0.8525977121663699
Monte Santo do Tocantins,plantio convencional,degradacao media,2,Paraiso,2,False,False,False,False,False,False,True,False,False,False,1,0,5.004862510517771e-15,0.48575504150909615,-0.5802668250878884,-0.27887050225175314,-0.0385564324071029
Monte Santo do Tocantins,plantio convencional,nao possui degradacao,4,Paraiso,0,False,False,False,False,False,False,True,False,False,False,1,0,5.004862510517771e-15,0.48575504150909615,-0.5802668250878884,-0.27887050225175314,-0.0385564324071029
Monte Santo do Tocantins,plantio convencional,pouco degradado,2,Paraiso,1,False,False,False,False,False,False,True,False,False,False,1,0,5.004862510517771e-15,0.48575504150909615,-0.5802668250878884,-0.27887050225175314,-0.0385564324071029
Monte Santo do Tocantins,roça de toco,pouco degradado,2,Paraiso,1,False,False,False,False,False,False,False,False,True,False,1,0,2.7898226355905795e-15,0.11294128150342539,0.03937340645745574,0.6975509615815384,-0.7428818676670589
Monte Santo do Tocantins,uso de agrotóxicos,nao possui degradacao,2,Paraiso,0,False,False,False,False,False,False,False,False,False,True,1,0,9.61531457138888e-15,0.34911246916075356,0.6700327129307726,-0.3343671002574351,-0.043439843845700384
Monte Santo do Tocantins,uso de agrotóxicos,pouco degradado,2,Paraiso,1,False,False,False,False,False,False,False,False,False,True,1,0,9.61531457138888e-15,0.34911246916075356,0.6700327129307726,-0.3343671002574351,-0.043439843845700384
Monte do Carmo,aração,degradacao media,1,Porto Nacional,2,True,False,False,False,False,False,False,False,False,False,1,1,0.5702827143382491,-0.41024747637436026,-0.0508442396651693,-0.14478063787405088,-0.023693449089936383
Monte do Carmo,aração,pouco degradado,1,Porto Nacional,1,True,False,False,False,False,False,False,False,False,False,1,1,0.5702827143382491,-0.41024747637436026,-0.0508442396651693,-0.14478063787405088,-0.023693449089936383
Monte do Carmo,gradagem,degradacao media,1,Porto Nacional,2,False,False,True,False,False,False,False,False,False,False,1,2,-0.5702827143382603,-0.41024747637434367,-0.050844239665163264,-0.14478063787405285,-0.023693449089935904
Monte do Carmo,gradagem,pouco degradado,1,Porto Nacional,1,False,False,True,False,False,False,False,False,False,False,1,2,-0.5702827143382603,-0.41024747637434367,-0.050844239665163264,-0.14478063787405285,-0.023693449089935904
Monte do Carmo,monocultura,degradacao media,1,Porto Nacional,2,False,False,False,True,False,False,False,False,False,False,1,0,-1.2549877339378535e-14,0.0878258873954961,0.02816646607841901,0.3026775929462769,0.12794124850399463
Monte do Carmo,monocultura,pouco degradado,5,Porto Nacional,1,False,False,False,True,False,False,False,False,False,False,1,0,-1.2549877339378535e-14,0.0878258873954961,0.02816646607841901,0.3026775929462769,0.12794124850399463
Monte do Carmo,pastagem nativa,degradacao media,1,Porto Nacional,2,False,False,False,False,False,True,False,False,False,False,1,0,5.151455246046996e-15,0.10470884231282007,0.035491002752842706,0.5134040042510817,0.8525977121663699
Monte do Carmo,plantio convencional,degradacao media,2,Porto Nacional,2,False,False,False,False,False,False,True,False,False,False,1,0,5.004862510517771e-15,0.48575504150909615,-0.5802668250878884,-0.27887050225175314,-0.0385564324071029
Monte do Carmo,plantio convencional,pouco degradado,5,Porto Nacional,1,False,False,False,False,False,False,True,False,False,False,1,0,5.004862510517771e-15,0.48575504150909615,-0.5802668250878884,-0.27887050225175314,-0.0385564324071029
Monte do Carmo,roça de toco,degradacao media,1,Porto Nacional,2,False,False,False,False,False,False,False,False,True,False,1,0,2.7898226355905795e-15,0.11294128150342539,0.03937340645745574,0.6975509615815384,-0.7428818676670589
Monte do Carmo,roça de toco,pouco degradado,5,Porto Nacional,1,False,False,False,False,False,False,False,False,True,False,1,0,2.7898226355905795e-15,0.11294128150342539,0.03937340645745574,0.6975509615815384,-0.7428818676670589
Monte do Carmo,uso de agrotóxicos,degradacao media,1,Porto Nacional,2,False,False,False,False,False,False,False,False,False,True,1,0,9.61531457138888e-15,0.34911246916075356,0.6700327129307726,-0.3343671002574351,-0.043439843845700384
Muricilândia,aração,degradacao media,2,Araguína,2,True,False,False,False,False,False,False,False,False,False,1,1,0.5702827143382491,-0.41024747637436026,-0.0508442396651693,-0.14478063787405088,-0.023693449089936383
Muricilândia,aração,pouco degradado,1,Araguína,1,True,False,False,False,False,False,False,False,False,False,1,1,0.5702827143382491,-0.41024747637436026,-0.0508442396651693,-0.14478063787405088,-0.023693449089936383
Muricilândia,gradagem,degradacao media,2,Araguína,2,False,False,True,False,False,False,False,False,False,False,1,2,-0.5702827143382603,-0.41024747637434367,-0.050844239665163264,-0.14478063787405285,-0.023693449089935904
Muricilândia,gradagem,pouco degradado,1,Araguína,1,False,False,True,False,False,False,False,False,False,False,1,2,-0.5702827143382603,-0.41024747637434367,-0.050844239665163264,-0.14478063787405285,-0.023693449089935904
Muricilândia,queimadas,degradacao media,2,Araguína,2,False,False,False,False,False,False,False,True,False,False,1,0,7.786449652223937e-16,0.08782588739549005,0.02816646607841554,0.30267759294628427,0.12794124850483707
Muricilândia,queimadas,pouco degradado,4,Araguína,1,False,False,False,False,False,False,False,True,False,False,1,0,7.786449652223937e-16,0.08782588739549005,0.02816646607841554,0.30267759294628427,0.12794124850483707
Muricilândia,roça de toco,degradacao media,1,Araguína,2,False,False,False,False,False,False,False,False,True,False,1,0,2.7898226355905795e-15,0.11294128150342539,0.03937340645745574,0.6975509615815384,-0.7428818676670589
Muricilândia,roça de toco,pouco degradado,2,Araguína,1,False,False,False,False,False,False,False,False,True,False,1,0,2.7898226355905795e-15,0.11294128150342539,0.03937340645745574,0.6975509615815384,-0.7428818676670589
Muricilândia,uso de agrotóxicos,degradacao media,1,Araguína,2,False,False,False,False,False,False,False,False,False,True,1,0,9.61531457138888e-15,0.34911246916075356,0.6700327129307726,-0.3343671002574351,-0.043439843845700384
Muricilândia,uso de agrotóxicos,pouco degradado,4,Araguína,1,False,False,False,False,False,False,False,False,False,True,1,0,9.61531457138888e-15,0.34911246916075356,0.6700327129307726,-0.3343671002574351,-0.043439843845700384
Nova Olinda,aração,degradacao media,5,Araguína,2,True,False,False,False,False,False,False,False,False,False,1,1,0.5702827143382491,-0.41024747637436026,-0.0508442396651693,-0.14478063787405088,-0.023693449089936383
Nova Olinda,aração,nao possui degradacao,6,Araguína,0,True,False,False,False,False,False,False,False,False,False,1,1,0.5702827143382491,-0.41024747637436026,-0.0508442396651693,-0.14478063787405088,-0.023693449089936383
Nova Olinda,aração,pouco degradado,4,Araguína,1,True,False,False,False,False,False,False,False,False,False,1,1,0.5702827143382491,-0.41024747637436026,-0.0508442396651693,-0.14478063787405088,-0.023693449089936383
Nova Olinda,gradagem,degradacao media,5,Araguína,2,False,False,True,False,False,False,False,False,False,False,1,2,-0.5702827143382603,-0.41024747637434367,-0.050844239665163264,-0.14478063787405285,-0.023693449089935904
Nova Olinda,gradagem,nao possui degradacao,6,Araguína,0,False,False,True,False,False,False,False,False,False,False,1,2,-0.5702827143382603,-0.41024747637434367,-0.050844239665163264,-0.14478063787405285,-0.023693449089935904
Nova Olinda,gradagem,pouco degradado,4,Araguína,1,False,False,True,False,False,False,False,False,False,False,1,2,-0.5702827143382603,-0.41024747637434367,-0.050844239665163264,-0.14478063787405285,-0.023693449089935904
Nova Olinda,monocultura,degradacao media,5,Araguína,2,False,False,False,True,False,False,False,False,False,False,1,0,-1.2549877339378535e-14,0.0878258873954961,0.02816646607841901,0.3026775929462769,0.12794124850399463
Nova Olinda,monocultura,nao possui degradacao,1,Araguína,0,False,False,False,True,False,False,False,False,False,False,1,0,-1.2549877339378535e-14,0.0878258873954961,0.02816646607841901,0.3026775929462769,0.12794124850399463
Nova Olinda,monocultura,pouco degradado,2,Araguína,1,False,False,False,True,False,False,False,False,False,False,1,0,-1.2549877339378535e-14,0.0878258873954961,0.02816646607841901,0.3026775929462769,0.12794124850399463
Nova Olinda,pastagem nativa,degradacao media,4,Araguína,2,False,False,False,False,False,True,False,False,False,False,1,0,5.151455246046996e-15,0.10470884231282007,0.035491002752842706,0.5134040042510817,0.8525977121663699
Nova Olinda,pastagem nativa,nao possui degradacao,5,Araguína,0,False,False,False,False,False,True,False,False,False,False,1,0,5.151455246046996e-15,0.10470884231282007,0.035491002752842706,0.5134040042510817,0.8525977121663699
Nova Olinda,pastagem nativa,pouco degradado,4,Araguína,1,False,False,False,False,False,True,False,False,False,False,1,0,5.151455246046996e-15,0.10470884231282007,0.035491002752842706,0.5134040042510817,0.8525977121663699
Nova Olinda,plantio convencional,degradacao media,5,Araguína,2,False,False,False,False,False,False,True,False,False,False,1,0,5.004862510517771e-15,0.48575504150909615,-0.5802668250878884,-0.27887050225175314,-0.0385564324071029
Nova Olinda,plantio convencional,nao possui degradacao,3,Araguína,0,False,False,False,False,False,False,True,False,False,False,1,0,5.004862510517771e-15,0.48575504150909615,-0.5802668250878884,-0.27887050225175314,-0.0385564324071029
Nova Olinda,plantio convencional,pouco degradado,3,Araguína,1,False,False,False,False,False,False,True,False,False,False,1,0,5.004862510517771e-15,0.48575504150909615,-0.5802668250878884,-0.27887050225175314,-0.0385564324071029
Nova Olinda,queimadas,degradacao media,1,Araguína,2,False,False,False,False,False,False,False,True,False,False,1,0,7.786449652223937e-16,0.08782588739549005,0.02816646607841554,0.30267759294628427,0.12794124850483707
Nova Olinda,roça de toco,nao possui degradacao,4,Araguína,0,False,False,False,False,False,False,False,False,True,False,1,0,2.7898226355905795e-15,0.11294128150342539,0.03937340645745574,0.6975509615815384,-0.7428818676670589
Nova Olinda,roça de toco,pouco degradado,3,Araguína,1,False,False,False,False,False,False,False,False,True,False,1,0,2.7898226355905795e-15,0.11294128150342539,0.03937340645745574,0.6975509615815384,-0.7428818676670589
Nova Olinda,uso de agrotóxicos,degradacao media,4,Araguína,2,False,False,False,False,False,False,False,False,False,True,1,0,9.61531457138888e-15,0.34911246916075356,0.6700327129307726,-0.3343671002574351,-0.043439843845700384
Nova Olinda,uso de agrotóxicos,nao possui degradacao,4,Araguína,0,False,False,False,False,False,False,False,False,False,True,1,0,9.61531457138888e-15,0.34911246916075356,0.6700327129307726,-0.3343671002574351,-0.043439843845700384
Nova Olinda,uso de agrotóxicos,pouco degradado,2,Araguína,1,False,False,False,False,False,False,False,False,False,True,1,0,9.61531457138888e-15,0.34911246916075356,0.6700327129307726,-0.3343671002574351,-0.043439843845700384
Nova Rosalândia,aração,degradacao media,7,Paraiso,2,True,False,False,False,False,False,False,False,False,False,1,1,0.5702827143382491,-0.41024747637436026,-0.0508442396651693,-0.14478063787405088,-0.023693449089936383
Nova Rosalândia,gradagem,degradacao media,7,Paraiso,2,False,False,True,False,False,False,False,False,False,False,1,2,-0.5702827143382603,-0.41024747637434367,-0.050844239665163264,-0.14478063787405285,-0.023693449089935904
Nova Rosalândia,monocultura,degradacao media,2,Paraiso,2,False,False,False,True,False,False,False,False,False,False,1,0,-1.2549877339378535e-14,0.0878258873954961,0.02816646607841901,0.3026775929462769,0.12794124850399463
Nova Rosalândia,não usa,degradacao media,1,Paraiso,2,False,False,False,False,True,False,False,False,False,False,1,0,6.670931225427116e-16,0.07305223609661152,0.022374728356403084,0.19981194059694285,0.06192555850846163
Nova Rosalândia,pastagem nativa,degradacao media,1,Paraiso,2,False,False,False,False,False,True,False,False,False,False,1,0,5.151455246046996e-15,0.10470884231282007,0.035491002752842706,0.5134040042510817,0.8525977121663699
Nova Rosalândia,plantio convencional,degradacao media,12,Paraiso,2,False,False,False,False,False,False,True,False,False,False,1,0,5.004862510517771e-15,0.48575504150909615,-0.5802668250878884,-0.27887050225175314,-0.0385564324071029
Nova Rosalândia,queimadas,degradacao media,3,Paraiso,2,False,False,False,False,False,False,False,True,False,False,1,0,7.786449652223937e-16,0.08782588739549005,0.02816646607841554,0.30267759294628427,0.12794124850483707
Nova Rosalândia,roça de toco,degradacao media,1,Paraiso,2,False,False,False,False,False,False,False,False,True,False,1,0,2.7898226355905795e-15,0.11294128150342539,0.03937340645745574,0.6975509615815384,-0.7428818676670589
Novo Acordo,aração,pouco degradado,3,Porto Nacional,1,True,False,False,False,False,False,False,False,False,False,1,1,0.5702827143382491,-0.41024747637436026,-0.0508442396651693,-0.14478063787405088,-0.023693449089936383
Novo Acordo,gradagem,pouco degradado,3,Porto Nacional,1,False,False,True,False,False,False,False,False,False,False,1,2,-0.5702827143382603,-0.41024747637434367,-0.050844239665163264,-0.14478063787405285,-0.023693449089935904
Novo Acordo,não usa,pouco degradado,1,Porto Nacional,1,False,False,False,False,True,False,False,False,False,False,1,0,6.670931225427116e-16,0.07305223609661152,0.022374728356403084,0.19981194059694285,0.06192555850846163
