municipio_ibge,uso_de_praticas_sustentaveis_,qual_o_nivel_de_degradacao_que_predomina_nas_pastagens_,total_respostas,regional
Sucupira,Aceiros,Não possui degradação,2,Gurupi
Sucupira,Aceiros,Pouco degradado,3,Gurupi
Sucupira,Adubação,Não possui degradação,1,Gurupi
Sucupira,Adubação,Pouco degradado,2,Gurupi
Sucupira,Calagem,Não possui degradação,1,Gurupi
São Bento do Tocantins,Adubação,Pouco degradado,1,Araguatins
São Bento do Tocantins,Adubação verde,Pouco degradado,1,Araguatins
São Bento do Tocantins,Calagem,Pouco degradado,1,Araguatins
São Bento do Tocantins,Descarte correto de embalagens,Pouco degradado,1,Araguatins
São Bento do Tocantins,Plantio direto,Pouco degradado,1,Araguatins
São Bento do Tocantins,Reaproveitamento de residuos,Pouco degradado,1,Araguatins
São Bento do Tocantins,Recuperação de pastagens,Pouco degradado,1,Araguatins
São Miguel do Tocantins,Aceiros,Degradação Média,1,Araguatins
São Salvador do Tocantins,Aceiros,Degradação Média,2,Gurupi
São Salvador do Tocantins,Aceiros,Não possui degradação,2,Gurupi
São Salvador do Tocantins,Adubação,Degradação Média,1,Gurupi
São Salvador do Tocantins,Adubação,Não possui degradação,1,Gurupi
São Salvador do Tocantins,Calagem,Degradação Média,1,Gurupi
São Salvador do Tocantins,Calagem,Não possui degradação,1,Gurupi
São Salvador do Tocantins,Curva de nível,Degradação Média,2,Gurupi
São Salvador do Tocantins,Curva de nível,Não possui degradação,2,Gurupi
Sítio Novo do Tocantins,Aceiros,Degradação Média,5,Araguatins
Sítio Novo do Tocantins,Descarte correto de embalagens,Degradação Média,4,Araguatins
Sítio Novo do Tocantins,Recuperação de pastagens,Degradação Média,1,Araguatins
Talismã,Aceiros,Degradação Média,1,Gurupi
Talismã,Aceiros,Não possui degradação,9,Gurupi
Talismã,Aceiros,Pouco degradado,2,Gurupi
Talismã,Calagem,Degradação Média,1,Gurupi
Talismã,Não usa,Não possui degradação,5,Gurupi
Talismã,Rotação de cultura,Degradação Média,1,Gurupi
Tocantínia,Aceiros,Não possui degradação,1,Miracema
Tocantínia,Aceiros,Pouco degradado,3,Miracema
Tocantínia,Adubação,Degradação Média,1,Miracema
Tocantínia,Adubação,Pouco degradado,2,Miracema
Tocantínia,Calagem,Não possui degradação,1,Miracema
Tocantínia,Consórcio,Degradação Média,1,Miracema
Tocantínia,Consórcio,Pouco degradado,1,Miracema
Tocantínia,Descarte correto de embalagens,Pouco degradado,1,Miracema
Tocantínia,Reaproveitamento de residuos,Não possui degradação,1,Miracema
Tocantínia,Recuperação de pastagens,Pouco degradado,1,Miracema
Tocantínia,Rotação de cultura,Degradação Média,1,Miracema
Tocantínia,Rotação de cultura,Pouco degradado,1,Miracema
Tupirama,Aceiros,Pouco degradado,1,Miracema
Wanderlândia,Aceiros,Não possui degradação,1,Araguína
Wanderlândia,Aceiros,Pouco degradado,2,Araguína
Wanderlândia,Adubação,Pouco degradado,2,Araguína
Wanderlândia,Calagem,Não possui degradação,1,Araguína
Wanderlândia,Calagem,Pouco degradado,1,Araguína
Wanderlândia,Descarte correto de embalagens,Não possui degradação,1,Araguína
Wanderlândia,Recuperação de pastagens,Não possui degradação,1,Araguína
Wanderlândia,Recuperação de pastagens,Pouco degradado,1,Araguína
Wanderlândia,Rotação de cultura,Pouco degradado,1,Araguína
Xambioá,Aceiros,Degradação Média,4,Araguína
Xambioá,Aceiros,Não possui degradação,1,Araguína
Xambioá,Aceiros,Pouco degradado,8,Araguína
Xambioá,Adubação,Degradação Média,9,Araguína
Xambioá,Adubação,Pouco degradado,2,Araguína
Xambioá,Adubação verde,Degradação Média,2,Araguína
Xambioá,Consórcio,Não possui degradação,1,Araguína
Xambioá,Consórcio,Pouco degradado,1,Araguína
Xambioá,Descarte correto de embalagens,Degradação Média,1,Araguína
Xambioá,Descarte correto de embalagens,Não possui degradação,1,Araguína
Xambioá,Descarte correto de embalagens,Pouco degradado,1,Araguína
Xambioá,Ilp - integração lavoura pecuária,Degradação Média,2,Araguína
Xambioá,Plantio direto,Degradação Média,8,Araguína
Xambioá,Plantio direto,Pouco degradado,1,Araguína
Xambioá,Recuperação de pastagens,Degradação Média,3,Araguína
Xambioá,Recuperação de pastagens,Não possui degradação,1,Araguína
Xambioá,Recuperação de pastagens,Pouco degradado,3,Araguína
Xambioá,Rotação de cultura,Degradação Média,4,Araguína
Xambioá,Rotação de cultura,Pouco degradado,4,Araguína
darcinópolis,Aceiros,Degradação Média,1,Araguatins
darcinópolis,Aceiros,Pouco degradado,1,Araguatins
darcinópolis,Adubação,Degradação Média,1,Araguatins
darcinópolis,Adubação,Pouco degradado,1,Araguatins
darcinópolis,Consórcio,Pouco degradado,1,Araguatins
darcinópolis,Plantio direto,Degradação Média,1,Araguatins
dois Irmãos do Tocantins,Aceiros,Degradação Média,2,Paraiso
dois Irmãos do Tocantins,Aceiros,Não possui degradação,2,Paraiso
dois Irmãos do Tocantins,Aceiros,Pouco degradado,14,Paraiso
dois Irmãos do Tocantins,Adubação,Degradação Média,2,Paraiso
dois Irmãos do Tocantins,Adubação,Não possui degradação,1,Paraiso
dois Irmãos do Tocantins,Adubação,Pouco degradado,13,Paraiso
dois Irmãos do Tocantins,Calagem,Degradação Média,1,Paraiso
dois Irmãos do Tocantins,Calagem,Não possui degradação,2,Paraiso
dois Irmãos do Tocantins,Calagem,Pouco degradado,8,Paraiso
dois Irmãos do Tocantins,Reaproveitamento de residuos,Não possui degradação,1,Paraiso
dois Irmãos do Tocantins,Reaproveitamento de residuos,Pouco degradado,3,Paraiso
