municipio_ibge,uso_de_praticas_convencionais,qual_o_nivel_de_degradacao_que_predomina_nas_pastagens_,total_respostas,regional,degradacao_ord,pratica_aração,pratica_controle biológico de pragas e doenças.,pratica_gradagem,pratica_monocultura,pratica_não usa,pratica_pastagem nativa,pratica_plantio convencional,pratica_queimadas,pratica_roça de toco,pratica_uso de agrotóxicos,n_praticas_linha
Luzinópolis,uso de agrotóxicos,nao possui degradacao,2,Araguatins,0,False,False,False,False,False,False,False,False,False,True,1
Marianópolis do Tocantins,aração,degradacao media,2,Paraiso,2,True,False,False,False,False,False,False,False,False,False,1
Marianópolis do Tocantins,aração,nao possui degradacao,7,Paraiso,0,True,False,False,False,False,False,False,False,False,False,1
Marianópolis do Tocantins,aração,pouco degradado,1,Paraiso,1,True,False,False,False,False,False,False,False,False,False,1
Marianópolis do Tocantins,gradagem,degradacao media,2,Paraiso,2,False,False,True,False,False,False,False,False,False,False,1
Marianópolis do Tocantins,gradagem,nao possui degradacao,7,Paraiso,0,False,False,True,False,False,False,False,False,False,False,1
Marianópolis do Tocantins,gradagem,pouco degradado,1,Paraiso,1,False,False,True,False,False,False,False,False,False,False,1
Marianópolis do Tocantins,monocultura,degradacao media,2,Paraiso,2,False,False,False,True,False,False,False,False,False,False,1
Marianópolis do Tocantins,monocultura,muito degradado,1,Paraiso,3,False,False,False,True,False,False,False,False,False,False,1
Marianópolis do Tocantins,não usa,degradacao media,3,Paraiso,2,False,False,False,False,True,False,False,False,False,False,1
Marianópolis do Tocantins,pastagem nativa,degradacao media,5,Paraiso,2,False,False,False,False,False,True,False,False,False,False,1
Marianópolis do Tocantins,pastagem nativa,muito degradado,2,Paraiso,3,False,False,False,False,False,True,False,False,False,False,1
Marianópolis do Tocantins,plantio convencional,degradacao media,11,Paraiso,2,False,False,False,False,False,False,True,False,False,False,1
Marianópolis do Tocantins,plantio convencional,muito degradado,1,Paraiso,3,False,False,False,False,False,False,True,False,False,False,1
Marianópolis do Tocantins,plantio convencional,nao possui degradacao,3,Paraiso,0,False,False,False,False,False,False,True,False,False,False,1
Marianópolis do Tocantins,uso de agrotóxicos,degradacao media,9,Paraiso,2,False,False,False,False,False,False,False,False,False,True,1
Marianópolis do Tocantins,uso de agrotóxicos,nao possui degradacao,3,Paraiso,0,False,False,False,False,False,False,False,False,False,True,1
Marianópolis do Tocantins,uso de agrotóxicos,pouco degradado,1,Paraiso,1,False,False,False,False,False,False,False,False,False,True,1
Miracema do Tocantins,aração,degradacao media,1,Miracema,2,True,False,False,False,False,False,False,False,False,False,1
Miracema do Tocantins,aração,nao possui degradacao,4,Miracema,0,True,False,False,False,False,False,False,False,False,False,1
Miracema do Tocantins,aração,pouco degradado,8,Miracema,1,True,False,False,False,False,False,False,False,False,False,1
Miracema do Tocantins,gradagem,degradacao media,1,Miracema,2,False,False,True,False,False,False,False,False,False,False,1
Miracema do Tocantins,gradagem,nao possui degradacao,4,Miracema,0,False,False,True,False,False,False,False,False,False,False,1
Miracema do Tocantins,gradagem,pouco degradado,8,Miracema,1,False,False,True,False,False,False,False,False,False,False,1
Miracema do Tocantins,pastagem nativa,nao possui degradacao,1,Miracema,0,False,False,False,False,False,True,False,False,False,False,1
Miracema do Tocantins,pastagem nativa,pouco degradado,3,Miracema,1,False,False,False,False,False,True,False,False,False,False,1
Miracema do Tocantins,plantio convencional,degradacao media,2,Miracema,2,False,False,False,False,False,False,True,False,False,False,1
Miracema do Tocantins,plantio convencional,nao possui degradacao,2,Miracema,0,False,False,False,False,False,False,True,False,False,False,1
Miracema do Tocantins,plantio convencional,pouco degradado,8,Miracema,1,False,False,False,False,False,False,True,False,False,False,1
Miracema do Tocantins,roça de toco,pouco degradado,1,Miracema,1,False,False,False,False,False,False,False,False,True,False,1
Miracema do Tocantins,uso de agrotóxicos,degradacao media,1,Miracema,2,False,False,False,False,False,False,False,False,False,True,1
Miracema do Tocantins,uso de agrotóxicos,nao possui degradacao,1,Miracema,0,False,False,False,False,False,False,False,False,False,True,1
Miracema do Tocantins,uso de agrotóxicos,pouco degradado,6,Miracema,1,False,False,False,False,False,False,False,False,False,True,1
Miranorte,aração,nao possui degradacao,27,Miracema,0,True,False,False,False,False,False,False,False,False,False,1
Miranorte,aração,pouco degradado,7,Miracema,1,True,False,False,False,False,False,False,False,False,False,1
Miranorte,gradagem,nao possui degradacao,27,Miracema,0,False,False,True,False,False,False,False,False,False,False,1
Miranorte,gradagem,pouco degradado,7,Miracema,1,False,False,True,False,False,False,False,False,False,False,1
Miranorte,monocultura,nao possui degradacao,1,Miracema,0,False,False,False,True,False,False,False,False,False,False,1
Miranorte,monocultura,pouco degradado,1,Miracema,1,False,False,False,True,False,False,False,False,False,False,1
Miranorte,não usa,nao possui degradacao,1,Miracema,0,False,False,False,False,True,False,False,False,False,False,1
Miranorte,não usa,pouco degradado,3,Miracema,1,False,False,False,False,True,False,False,False,False,False,1
Miranorte,pastagem nativa,pouco degradado,1,Miracema,1,False,False,False,False,False,True,False,False,False,False,1
Miranorte,plantio convencional,nao possui degradacao,14,Miracema,0,False,False,False,False,False,False,True,False,False,False,1
Miranorte,plantio convencional,pouco degradado,1,Miracema,1,False,False,False,False,False,False,True,False,False,False,1
Miranorte,roça de toco,nao possui degradacao,1,Miracema,0,False,False,False,False,False,False,False,False,True,False,1
Miranorte,uso de agrotóxicos,nao possui degradacao,30,Miracema,0,False,False,False,False,False,False,False,False,False,True,1
Miranorte,uso de agrotóxicos,pouco degradado,3,Miracema,1,False,False,False,False,False,False,False,False,False,True,1
Monte Santo do Tocantins,aração,degradacao media,1,Paraiso,2,True,False,False,False,False,False,False,False,False,False,1
Monte Santo do Tocantins,aração,nao possui degradacao,4,Paraiso,0,True,False,False,False,False,False,False,False,False,False,1
Monte Santo do Tocantins,aração,pouco degradado,2,Paraiso,1,True,False,False,False,False,False,False,False,False,False,1
Monte Santo do Tocantins,gradagem,degradacao media,1,Paraiso,2,False,False,True,False,False,False,False,False,False,False,1
Monte Santo do Tocantins,gradagem,nao possui degradacao,4,Paraiso,0,False,False,True,False,False,False,False,False,False,False,1
Monte Santo do Tocantins,gradagem,pouco degradado,2,Paraiso,1,False,False,True,False,False,False,False,False,False,False,1
Monte Santo do Tocantins,monocultura,pouco degradado,1,Paraiso,1,False,False,False,True,False,False,False,False,False,False,1
Monte Santo do Tocantins,pastagem nativa,pouco degradado,3,Paraiso,1,False,False,False,False,False,True,False,False,False,False,1
Monte Santo do Tocantins,plantio convencional,degradacao media,2,Paraiso,2,False,False,False,False,False,False,True,False,False,False,1
Monte Santo do Tocantins,plantio convencional,nao possui degradacao,4,Paraiso,0,False,False,False,False,False,False,True,False,False,False,1
Monte Santo do Tocantins,plantio convencional,pouco degradado,2,Paraiso,1,False,False,False,False,False,False,True,False,False,False,1
Monte Santo do Tocantins,roça de toco,pouco degradado,2,Paraiso,1,False,False,False,False,False,False,False,False,True,False,1
Monte Santo do Tocantins,uso de agrotóxicos,nao possui degradacao,2,Paraiso,0,False,False,False,False,False,False,False,False,False,True,1
Monte Santo do Tocantins,uso de agrotóxicos,pouco degradado,2,Paraiso,1,False,False,False,False,False,False,False,False,False,True,1
Monte do Carmo,aração,degradacao media,1,Porto Nacional,2,True,False,False,False,False,False,False,False,False,False,1
Monte do Carmo,aração,pouco degradado,1,Porto Nacional,1,True,False,False,False,False,False,False,False,False,False,1
Monte do Carmo,gradagem,degradacao media,1,Porto Nacional,2,False,False,True,False,False,False,False,False,False,False,1
Monte do Carmo,gradagem,pouco degradado,1,Porto Nacional,1,False,False,True,False,False,False,False,False,False,False,1
Monte do Carmo,monocultura,degradacao media,1,Porto Nacional,2,False,False,False,True,False,False,False,False,False,False,1
Monte do Carmo,monocultura,pouco degradado,5,Porto Nacional,1,False,False,False,True,False,False,False,False,False,False,1
Monte do Carmo,pastagem nativa,degradacao media,1,Porto Nacional,2,False,False,False,False,False,True,False,False,False,False,1
Monte do Carmo,plantio convencional,degradacao media,2,Porto Nacional,2,False,False,False,False,False,False,True,False,False,False,1
Monte do Carmo,plantio convencional,pouco degradado,5,Porto Nacional,1,False,False,False,False,False,False,True,False,False,False,1
Monte do Carmo,roça de toco,degradacao media,1,Porto Nacional,2,False,False,False,False,False,False,False,False,True,False,1
Monte do Carmo,roça de toco,pouco degradado,5,Porto Nacional,1,False,False,False,False,False,False,False,False,True,False,1
Monte do Carmo,uso de agrotóxicos,degradacao media,1,Porto Nacional,2,False,False,False,False,False,False,False,False,False,True,1
Muricilândia,aração,degradacao media,2,Araguína,2,True,False,False,False,False,False,False,False,False,False,1
Muricilândia,aração,pouco degradado,1,Araguína,1,True,False,False,False,False,False,False,False,False,False,1
Muricilândia,gradagem,degradacao media,2,Araguína,2,False,False,True,False,False,False,False,False,False,False,1
Muricilândia,gradagem,pouco degradado,1,Araguína,1,False,False,True,False,False,False,False,False,False,False,1
Muricilândia,queimadas,degradacao media,2,Araguína,2,False,False,False,False,False,False,False,True,False,False,1
Muricilândia,queimadas,pouco degradado,4,Araguína,1,False,False,False,False,False,False,False,True,False,False,1
Muricilândia,roça de toco,degradacao media,1,Araguína,2,False,False,False,False,False,False,False,False,True,False,1
Muricilândia,roça de toco,pouco degradado,2,Araguína,1,False,False,False,False,False,False,False,False,True,False,1
Muricilândia,uso de agrotóxicos,degradacao media,1,Araguína,2,False,False,False,False,False,False,False,False,False,True,1
Muricilândia,uso de agrotóxicos,pouco degradado,4,Araguína,1,False,False,False,False,False,False,False,False,False,True,1
Nova Olinda,aração,degradacao media,5,Araguína,2,True,False,False,False,False,False,False,False,False,False,1
Nova Olinda,aração,nao possui degradacao,6,Araguína,0,True,False,False,False,False,False,False,False,False,False,1
Nova Olinda,aração,pouco degradado,4,Araguína,1,True,False,False,False,False,False,False,False,False,False,1
Nova Olinda,gradagem,degradacao media,5,Araguína,2,False,False,True,False,False,False,False,False,False,False,1
Nova Olinda,gradagem,nao possui degradacao,6,Araguína,0,False,False,True,False,False,False,False,False,False,False,1
Nova Olinda,gradagem,pouco degradado,4,Araguína,1,False,False,True,False,False,False,False,False,False,False,1
Nova Olinda,monocultura,degradacao media,5,Araguína,2,False,False,False,True,False,False,False,False,False,False,1
Nova Olinda,monocultura,nao possui degradacao,1,Araguína,0,False,False,False,True,False,False,False,False,False,False,1
Nova Olinda,monocultura,pouco degradado,2,Araguína,1,False,False,False,True,False,False,False,False,False,False,1
Nova Olinda,pastagem nativa,degradacao media,4,Araguína,2,False,False,False,False,False,True,False,False,False,False,1
Nova Olinda,pastagem nativa,nao possui degradacao,5,Araguína,0,False,False,False,False,False,True,False,False,False,False,1
Nova Olinda,pastagem nativa,pouco degradado,4,Araguína,1,False,False,False,False,False,True,False,False,False,False,1
Nova Olinda,plantio convencional,degradacao media,5,Araguína,2,False,False,False,False,False,False,True,False,False,False,1
Nova Olinda,plantio convencional,nao possui degradacao,3,Araguína,0,False,False,False,False,False,False,True,False,False,False,1
Nova Olinda,plantio convencional,pouco degradado,3,Araguína,1,False,False,False,False,False,False,True,False,False,False,1
Nova Olinda,queimadas,degradacao media,1,Araguína,2,False,False,False,False,False,False,False,True,False,False,1
Nova Olinda,roça de toco,nao possui degradacao,4,Araguína,0,False,False,False,False,False,False,False,False,True,False,1
Nova Olinda,roça de toco,pouco degradado,3,Araguína,1,False,False,False,False,False,False,False,False,True,False,1
Nova Olinda,uso de agrotóxicos,degradacao media,4,Araguína,2,False,False,False,False,False,False,False,False,False,True,1
Nova Olinda,uso de agrotóxicos,nao possui degradacao,4,Araguína,0,False,False,False,False,False,False,False,False,False,True,1
Nova Olinda,uso de agrotóxicos,pouco degradado,2,Araguína,1,False,False,False,False,False,False,False,False,False,True,1
Nova Rosalândia,aração,degradacao media,7,Paraiso,2,True,False,False,False,False,False,False,False,False,False,1
Nova Rosalândia,gradagem,degradacao media,7,Paraiso,2,False,False,True,False,False,False,False,False,False,False,1
Nova Rosalândia,monocultura,degradacao media,2,Paraiso,2,False,False,False,True,False,False,False,False,False,False,1
Nova Rosalândia,não usa,degradacao media,1,Paraiso,2,False,False,False,False,True,False,False,False,False,False,1
Nova Rosalândia,pastagem nativa,degradacao media,1,Paraiso,2,False,False,False,False,False,True,False,False,False,False,1
Nova Rosalândia,plantio convencional,degradacao media,12,Paraiso,2,False,False,False,False,False,False,True,False,False,False,1
Nova Rosalândia,queimadas,degradacao media,3,Paraiso,2,False,False,False,False,False,False,False,True,False,False,1
Nova Rosalândia,roça de toco,degradacao media,1,Paraiso,2,False,False,False,False,False,False,False,False,True,False,1
Novo Acordo,aração,pouco degradado,3,Porto Nacional,1,True,False,False,False,False,False,False,False,False,False,1
Novo Acordo,gradagem,pouco degradado,3,Porto Nacional,1,False,False,True,False,False,False,False,False,False,False,1
Novo Acordo,não usa,pouco degradado,1,Porto Nacional,1,False,False,False,False,True,False,False,False,False,False,1
Novo Acordo,pastagem nativa,pouco degradado,3,Porto Nacional,1,False,False,False,False,False,True,False,False,False,False,1
Novo Acordo,plantio convencional,pouco degradado,3,Porto Nacional,1,False,False,False,False,False,False,True,False,False,False,1
Novo Acordo,roça de toco,muito degradado,1,Porto Nacional,3,False,False,False,False,False,False,False,False,True,False,1
Novo Acordo,roça de toco,pouco degradado,2,Porto Nacional,1,False,False,False,False,False,False,False,False,True,False,1
Novo Acordo,uso de agrotóxicos,pouco degradado,1,Porto Nacional,1,False,False,False,False,False,False,False,False,False,True,1
Novo Jardim,aração,nao possui degradacao,6,Taguatinga do Tocantins,0,True,False,False,False,False,False,False,False,False,False,1
Novo Jardim,aração,pouco degradado,1,Taguatinga do Tocantins,1,True,False,False,False,False,False,False,False,False,False,1
Novo Jardim,gradagem,nao possui degradacao,6,Taguatinga do Tocantins,0,False,False,True,False,False,False,False,False,False,False,1
Novo Jardim,gradagem,pouco degradado,1,Taguatinga do Tocantins,1,False,False,True,False,False,False,False,False,False,False,1
Novo Jardim,monocultura,nao possui degradacao,1,Taguatinga do Tocantins,0,False,False,False,True,False,False,False,False,False,False,1
Novo Jardim,plantio convencional,nao possui degradacao,4,Taguatinga do Tocantins,0,False,False,False,False,False,False,True,False,False,False,1
Novo Jardim,plantio convencional,pouco degradado,1,Taguatinga do Tocantins,1,False,False,False,False,False,False,True,False,False,False,1
Novo Jardim,queimadas,nao possui degradacao,1,Taguatinga do Tocantins,0,False,False,False,False,False,False,False,True,False,False,1
Novo Jardim,roça de toco,nao possui degradacao,3,Taguatinga do Tocantins,0,False,False,False,False,False,False,False,False,True,False,1
Novo Jardim,uso de agrotóxicos,nao possui degradacao,1,Taguatinga do Tocantins,0,False,False,False,False,False,False,False,False,False,True,1
Palmas,aração,nao possui degradacao,2,Porto Nacional,0,True,False,False,False,False,False,False,False,False,False,1
Palmas,gradagem,nao possui degradacao,2,Porto Nacional,0,False,False,True,False,False,False,False,False,False,False,1
Palmas,pastagem nativa,nao possui degradacao,2,Porto Nacional,0,False,False,False,False,False,True,False,False,False,False,1
Palmas,plantio convencional,nao possui degradacao,1,Porto Nacional,0,False,False,False,False,False,False,True,False,False,False,1
Palmas,plantio convencional,pouco degradado,1,Porto Nacional,1,False,False,False,False,False,False,True,False,False,False,1
Palmas,roça de toco,nao possui degradacao,1,Porto Nacional,0,False,False,False,False,False,False,False,False,True,False,1
Palmas,uso de agrotóxicos,nao possui degradacao,1,Porto Nacional,0,False,False,False,False,False,False,False,False,False,True,1
Palmeiras do Tocantins,aração,nao possui degradacao,5,Araguatins,0,True,False,False,False,False,False,False,False,False,False,1
Palmeiras do Tocantins,aração,pouco degradado,8,Araguatins,1,True,False,False,False,False,False,False,False,False,False,1
Palmeiras do Tocantins,gradagem,nao possui degradacao,5,Araguatins,0,False,False,True,False,False,False,False,False,False,False,1
Palmeiras do Tocantins,gradagem,pouco degradado,8,Araguatins,1,False,False,True,False,False,False,False,False,False,False,1
Palmeiras do Tocantins,plantio convencional,degradacao media,1,Araguatins,2,False,False,False,False,False,False,True,False,False,False,1
Palmeiras do Tocantins,plantio convencional,nao possui degradacao,4,Araguatins,0,False,False,False,False,False,False,True,False,False,False,1
Palmeiras do Tocantins,plantio convencional,pouco degradado,8,Araguatins,1,False,False,False,False,False,False,True,False,False,False,1
Palmeiras do Tocantins,uso de agrotóxicos,degradacao media,1,Araguatins,2,False,False,False,False,False,False,False,False,False,True,1
Palmeiras do Tocantins,uso de agrotóxicos,nao possui degradacao,4,Araguatins,0,False,False,False,False,False,False,False,False,False,True,1
Palmeiras do Tocantins,uso de agrotóxicos,pouco degradado,7,Araguatins,1,False,False,False,False,False,False,False,False,False,True,1
Palmeirópolis,aração,pouco degradado,2,Gurupi,1,True,False,False,False,False,False,False,False,False,False,1
Palmeirópolis,gradagem,pouco degradado,2,Gurupi,1,False,False,True,False,False,False,False,False,False,False,1
Palmeirópolis,plantio convencional,pouco degradado,1,Gurupi,1,False,False,False,False,False,False,True,False,False,False,1
Palmeirópolis,uso de agrotóxicos,pouco degradado,1,Gurupi,1,False,False,False,False,False,False,False,False,False,True,1
Paranã,aração,degradacao media,2,Taguatinga do Tocantins,2,True,False,False,False,False,False,False,False,False,False,1
Paranã,aração,nao possui degradacao,7,Taguatinga do Tocantins,0,True,False,False,False,False,False,False,False,False,False,1
Paranã,aração,pouco degradado,13,Taguatinga do Tocantins,1,True,False,False,False,False,False,False,False,False,False,1
Paranã,gradagem,degradacao media,2,Taguatinga do Tocantins,2,False,False,True,False,False,False,False,False,False,False,1
Paranã,gradagem,nao possui degradacao,7,Taguatinga do Tocantins,0,False,False,True,False,False,False,False,False,False,False,1
Paranã,gradagem,pouco degradado,13,Taguatinga do Tocantins,1,False,False,True,False,False,False,False,False,False,False,1
Paranã,monocultura,nao possui degradacao,1,Taguatinga do Tocantins,0,False,False,False,True,False,False,False,False,False,False,1
Paranã,pastagem nativa,degradacao media,3,Taguatinga do Tocantins,2,False,False,False,False,False,True,False,False,False,False,1
Paranã,pastagem nativa,nao possui degradacao,12,Taguatinga do Tocantins,0,False,False,False,False,False,True,False,False,False,False,1
Paranã,pastagem nativa,pouco degradado,12,Taguatinga do Tocantins,1,False,False,False,False,False,True,False,False,False,False,1
Paranã,plantio convencional,degradacao media,2,Taguatinga do Tocantins,2,False,False,False,False,False,False,True,False,False,False,1
Paranã,plantio convencional,nao possui degradacao,4,Taguatinga do Tocantins,0,False,False,False,False,False,False,True,False,False,False,1
Paranã,plantio convencional,pouco degradado,12,Taguatinga do Tocantins,1,False,False,False,False,False,False,True,False,False,False,1
Paranã,queimadas,degradacao media,3,Taguatinga do Tocantins,2,False,False,False,False,False,False,False,True,False,False,1
Paranã,queimadas,pouco degradado,12,Taguatinga do Tocantins,1,False,False,False,False,False,False,False,True,False,False,1
Paranã,roça de toco,degradacao media,1,Taguatinga do Tocantins,2,False,False,False,False,False,False,False,False,True,False,1
Paranã,roça de toco,nao possui degradacao,14,Taguatinga do Tocantins,0,False,False,False,False,False,False,False,False,True,False,1
Paranã,roça de toco,pouco degradado,1,Taguatinga do Tocantins,1,False,False,False,False,False,False,False,False,True,False,1
Paranã,uso de agrotóxicos,nao possui degradacao,1,Taguatinga do Tocantins,0,False,False,False,False,False,False,False,False,False,True,1
Paranã,uso de agrotóxicos,pouco degradado,3,Taguatinga do Tocantins,1,False,False,False,False,False,False,False,False,False,True,1
Paraíso do Tocantins,aração,nao possui degradacao,1,Paraiso,0,True,False,False,False,False,False,False,False,False,False,1
Paraíso do Tocantins,aração,pouco degradado,4,Paraiso,1,True,False,False,False,False,False,False,False,False,False,1
Paraíso do Tocantins,gradagem,nao possui degradacao,1,Paraiso,0,False,False,True,False,False,False,False,False,False,False,1
Paraíso do Tocantins,gradagem,pouco degradado,4,Paraiso,1,False,False,True,False,False,False,False,False,False,False,1
Paraíso do Tocantins,monocultura,pouco degradado,4,Paraiso,1,False,False,False,True,False,False,False,False,False,False,1
Paraíso do Tocantins,plantio convencional,degradacao media,1,Paraiso,2,False,False,False,False,False,False,True,False,False,False,1
Paraíso do Tocantins,plantio convencional,pouco degradado,10,Paraiso,1,False,False,False,False,False,False,True,False,False,False,1
Paraíso do Tocantins,queimadas,pouco degradado,1,Paraiso,1,False,False,False,False,False,False,False,True,False,False,1
Paraíso do Tocantins,roça de toco,pouco degradado,2,Paraiso,1,False,False,False,False,False,False,False,False,True,False,1
Paraíso do Tocantins,uso de agrotóxicos,nao possui degradacao,1,Paraiso,0,False,False,False,False,False,False,False,False,False,True,1
Paraíso do Tocantins,uso de agrotóxicos,pouco degradado,4,Paraiso,1,False,False,False,False,False,False,False,False,False,True,1
Pedro Afonso,aração,degradacao media,2,Miracema,2,True,False,False,False,False,False,False,False,False,False,1
Pedro Afonso,aração,nao possui degradacao,5,Miracema,0,True,False,False,False,False,False,False,False,False,False,1
Pedro Afonso,aração,pouco degradado,3,Miracema,1,True,False,False,False,False,False,False,False,False,False,1
Pedro Afonso,gradagem,degradacao media,2,Miracema,2,False,False,True,False,False,False,False,False,False,False,1
Pedro Afonso,gradagem,nao possui degradacao,5,Miracema,0,False,False,True,False,False,False,False,False,False,False,1
Pedro Afonso,gradagem,pouco degradado,3,Miracema,1,False,False,True,False,False,False,False,False,False,False,1
Pedro Afonso,pastagem nativa,nao possui degradacao,2,Miracema,0,False,False,False,False,False,True,False,False,False,False,1
Pedro Afonso,roça de toco,nao possui degradacao,2,Miracema,0,False,False,False,False,False,False,False,False,True,False,1
Peixe,aração,degradacao media,3,Gurupi,2,True,False,False,False,False,False,False,False,False,False,1
Peixe,aração,pouco degradado,9,Gurupi,1,True,False,False,False,False,False,False,False,False,False,1
Peixe,gradagem,degradacao media,3,Gurupi,2,False,False,True,False,False,False,False,False,False,False,1
Peixe,gradagem,pouco degradado,9,Gurupi,1,False,False,True,False,False,False,False,False,False,False,1
Peixe,plantio convencional,degradacao media,1,Gurupi,2,False,False,False,False,False,False,True,False,False,False,1
Peixe,plantio convencional,pouco degradado,8,Gurupi,1,False,False,False,False,False,False,True,False,False,False,1
Peixe,roça de toco,pouco degradado,1,Gurupi,1,False,False,False,False,False,False,False,False,True,False,1
Peixe,uso de agrotóxicos,degradacao media,1,Gurupi,2,False,False,False,False,False,False,False,False,False,True,1
Peixe,uso de agrotóxicos,pouco degradado,4,Gurupi,1,False,False,False,False,False,False,False,False,False,True,1
Piraquê,aração,degradacao media,2,Araguína,2,True,False,False,False,False,False,False,False,False,False,1
Piraquê,aração,nao possui degradacao,4,Araguína,0,True,False,False,False,False,False,False,False,False,False,1
Piraquê,aração,pouco degradado,11,Araguína,1,True,False,False,False,False,False,False,False,False,False,1
Piraquê,gradagem,degradacao media,2,Araguína,2,False,False,True,False,False,False,False,False,False,False,1
Piraquê,gradagem,nao possui degradacao,4,Araguína,0,False,False,True,False,False,False,False,False,False,False,1
Piraquê,gradagem,pouco degradado,11,Araguína,1,False,False,True,False,False,False,False,False,False,False,1
Piraquê,pastagem nativa,pouco degradado,2,Araguína,1,False,False,False,False,False,True,False,False,False,False,1
Piraquê,plantio convencional,nao possui degradacao,1,Araguína,0,False,False,False,False,False,False,True,False,False,False,1
Piraquê,plantio convencional,pouco degradado,2,Araguína,1,False,False,False,False,False,False,True,False,False,False,1
Piraquê,queimadas,nao possui degradacao,1,Araguína,0,False,False,False,False,False,False,False,True,False,False,1
Piraquê,queimadas,pouco degradado,4,Araguína,1,False,False,False,False,False,False,False,True,False,False,1
Piraquê,roça de toco,degradacao media,1,Araguína,2,False,False,False,False,False,False,False,False,True,False,1
Piraquê,roça de toco,nao possui degradacao,2,Araguína,0,False,False,False,False,False,False,False,False,True,False,1
Piraquê,roça de toco,pouco degradado,3,Araguína,1,False,False,False,False,False,False,False,False,True,False,1
Piraquê,uso de agrotóxicos,degradacao media,2,Araguína,2,False,False,False,False,False,False,False,False,False,True,1
Piraquê,uso de agrotóxicos,nao possui degradacao,5,Araguína,0,False,False,False,False,False,False,False,False,False,True,1
Piraquê,uso de agrotóxicos,pouco degradado,10,Araguína,1,False,False,False,False,False,False,False,False,False,True,1
Pium,aração,degradacao media,3,Paraiso,2,True,False,False,False,False,False,False,False,False,False,1
Pium,aração,nao possui degradacao,8,Paraiso,0,True,False,False,False,False,False,False,False,False,False,1
Pium,aração,pouco degradado,10,Paraiso,1,True,False,False,False,False,False,False,False,False,False,1
Pium,gradagem,degradacao media,3,Paraiso,2,False,False,True,False,False,False,False,False,False,False,1
Pium,gradagem,nao possui degradacao,8,Paraiso,0,False,False,True,False,False,False,False,False,False,False,1
Pium,gradagem,pouco degradado,10,Paraiso,1,False,False,True,False,False,False,False,False,False,False,1
Pium,não usa,nao possui degradacao,2,Paraiso,0,False,False,False,False,True,False,False,False,False,False,1
Pium,não usa,pouco degradado,1,Paraiso,1,False,False,False,False,True,False,False,False,False,False,1
Pium,pastagem nativa,degradacao media,2,Paraiso,2,False,False,False,False,False,True,False,False,False,False,1
Pium,pastagem nativa,nao possui degradacao,3,Paraiso,0,False,False,False,False,False,True,False,False,False,False,1
Pium,pastagem nativa,pouco degradado,5,Paraiso,1,False,False,False,False,False,True,False,False,False,False,1
Pium,plantio convencional,degradacao media,1,Paraiso,2,False,False,False,False,False,False,True,False,False,False,1
Pium,queimadas,pouco degradado,1,Paraiso,1,False,False,False,False,False,False,False,True,False,False,1
Pium,roça de toco,degradacao media,1,Paraiso,2,False,False,False,False,False,False,False,False,True,False,1
Pium,roça de toco,pouco degradado,2,Paraiso,1,False,False,False,False,False,False,False,False,True,False,1
Pium,uso de agrotóxicos,degradacao media,1,Paraiso,2,False,False,False,False,False,False,False,False,False,True,1
Pium,uso de agrotóxicos,nao possui degradacao,4,Paraiso,0,False,False,False,False,False,False,False,False,False,True,1
Pium,uso de agrotóxicos,pouco degradado,5,Paraiso,1,False,False,False,False,False,False,False,False,False,True,1
Ponte Alta do Bom Jesus,aração,degradacao media,1,Taguatinga do Tocantins,2,True,False,False,False,False,False,False,False,False,False,1
Ponte Alta do Bom Jesus,aração,nao possui degradacao,2,Taguatinga do Tocantins,0,True,False,False,False,False,False,False,False,False,False,1
Ponte Alta do Bom Jesus,aração,pouco degradado,5,Taguatinga do Tocantins,1,True,False,False,False,False,False,False,False,False,False,1
Ponte Alta do Bom Jesus,gradagem,degradacao media,1,Taguatinga do Tocantins,2,False,False,True,False,False,False,False,False,False,False,1
Ponte Alta do Bom Jesus,gradagem,nao possui degradacao,2,Taguatinga do Tocantins,0,False,False,True,False,False,False,False,False,False,False,1
Ponte Alta do Bom Jesus,gradagem,pouco degradado,5,Taguatinga do Tocantins,1,False,False,True,False,False,False,False,False,False,False,1
Ponte Alta do Bom Jesus,não usa,pouco degradado,2,Taguatinga do Tocantins,1,False,False,False,False,True,False,False,False,False,False,1
Ponte Alta do Bom Jesus,pastagem nativa,degradacao media,1,Taguatinga do Tocantins,2,False,False,False,False,False,True,False,False,False,False,1
Ponte Alta do Bom Jesus,pastagem nativa,pouco degradado,1,Taguatinga do Tocantins,1,False,False,False,False,False,True,False,False,False,False,1
Ponte Alta do Bom Jesus,plantio convencional,degradacao media,2,Taguatinga do Tocantins,2,False,False,False,False,False,False,True,False,False,False,1
Ponte Alta do Bom Jesus,plantio convencional,nao possui degradacao,1,Taguatinga do Tocantins,0,False,False,False,False,False,False,True,False,False,False,1
Ponte Alta do Bom Jesus,plantio convencional,pouco degradado,2,Taguatinga do Tocantins,1,False,False,False,False,False,False,True,False,False,False,1
Ponte Alta do Bom Jesus,roça de toco,degradacao media,1,Taguatinga do Tocantins,2,False,False,False,False,False,False,False,False,True,False,1
Ponte Alta do Bom Jesus,roça de toco,pouco degradado,1,Taguatinga do Tocantins,1,False,False,False,False,False,False,False,False,True,False,1
Porto Alegre do Tocantins,aração,degradacao media,4,Taguatinga do Tocantins,2,True,False,False,False,False,False,False,False,False,False,1
