atividade_produtiva,municipio_ibge,count
Bovinocultura de corte,Jaú do Tocantins,1
Bovinocultura de leite,Jaú do Tocantins,1
Avicultura,Jaú do Tocantins,1
Bovinocultura de corte,Gurupi,1
Avicultura,Gurupi,1
Bovinocultura de corte,Muricilândia,1
Bovinocultura de leite,Muricilândia,1
Avicultura,Muricilândia,1
Bovinocultura de corte,Marianópolis do Tocantins,1
Bovinocultura de leite,Marianópolis do Tocantins,1
Avicultura,Marianópolis do Tocantins,1
Bovinocultura de corte,Cachoeirinha,1
Bovinocultura de leite,Cachoeirinha,1
Avicultura,Cachoeirinha,1
Bovinocultura mista (touro - com características de corte,Axixá do Tocantins,1
Vaca - cruzada,Axixá do Tocantins,1
Principais produtos comercializados - bezerros,Axixá do Tocantins,1
Leite) -,Axixá do Tocantins,1
Avicultura,Axixá do Tocantins,1
Suinocultura,Axixá do Tocantins,1
Fruticultura,Axixá do Tocantins,1
Bovinocultura mista (touro - com características de corte,Fátima,1
Vaca - cruzada,Fátima,1
Principais produtos comercializados - bezerros,Fátima,1
Leite) -,Fátima,1
Avicultura,Fátima,1
Mandiocultura,Fátima,1
Fruticultura,Fátima,1
Bovinocultura mista (touro - com características de corte,Araguaína,1
Vaca - cruzada,Araguaína,1
Principais produtos comercializados - bezerros,Araguaína,1
Leite) -,Araguaína,1
Fruticultura,Araguaína,1
Olericultura,Araguaína,1
Culturas anuais,Araguaína,1
Avicultura,Pium,1
Suinocultura,Pium,1
Mandiocultura,Pium,1
Extrativismo vegetal,Pium,1
Bovinocultura de corte,Santa Terezinha do Tocantins,1
Bovinocultura mista (touro - com características de corte,Santa Terezinha do Tocantins,1
Vaca - cruzada,Santa Terezinha do Tocantins,1
Principais produtos comercializados - bezerros,Santa Terezinha do Tocantins,1
Leite) -,Santa Terezinha do Tocantins,1
Mandiocultura,Santa Terezinha do Tocantins,1
Olericultura,Santa Terezinha do Tocantins,1
Bovinocultura de corte,dois Irmãos do Tocantins,1
Avicultura,dois Irmãos do Tocantins,1
Suinocultura,dois Irmãos do Tocantins,1
Pisicultura,dois Irmãos do Tocantins,1
Bovinocultura de corte,Miranorte,1
Avicultura,Miranorte,1
Suinocultura,Miranorte,1
Pisicultura,Miranorte,1
Bovinocultura de corte,Aliança do Tocantins,1
Avicultura,Aliança do Tocantins,1
Suinocultura,Aliança do Tocantins,1
Pisicultura,Aliança do Tocantins,1
Bovinocultura mista (touro - com características de corte,Piraquê,1
Vaca - cruzada,Piraquê,1
Principais produtos comercializados - bezerros,Piraquê,1
Leite) -,Piraquê,1
Avicultura,Piraquê,1
Suinocultura,Piraquê,1
Mandiocultura,Piraquê,1
Fruticultura,Piraquê,1
Olericultura,Piraquê,1
Bovinocultura de corte,Rio Sono,1
Mandiocultura,Rio Sono,1
Bovinocultura mista (touro - com características de corte,Dianópolis,1
Vaca - cruzada,Dianópolis,1
Principais produtos comercializados - bezerros,Dianópolis,1
Leite) -,Dianópolis,1
Avicultura,Dianópolis,1
Mandiocultura,Dianópolis,1
Fruticultura,Dianópolis,1
Olericultura,Dianópolis,1
Culturas anuais,Dianópolis,1
Bovinocultura de leite,Sítio Novo do Tocantins,1
Bovinocultura de corte,Monte Santo do Tocantins,1
Avicultura,Monte Santo do Tocantins,1
Suinocultura,Monte Santo do Tocantins,1
Silvicultura,Monte Santo do Tocantins,1
Bovinocultura de corte,Xambioá,1
Bovinocultura de leite,Xambioá,1
Avicultura,Xambioá,1
Suinocultura,Xambioá,1
Mandiocultura,Xambioá,1
Fruticultura,Xambioá,1
Bovinocultura de corte,Pedro Afonso,1
Mandiocultura,Pedro Afonso,1
Bovinocultura de leite,Sítio Novo do Tocantins,1
Avicultura,Sítio Novo do Tocantins,1
Suinocultura,Sítio Novo do Tocantins,1
Mandiocultura,Sítio Novo do Tocantins,1
Fruticultura,Sítio Novo do Tocantins,1
Extrativismo vegetal,Sítio Novo do Tocantins,1
Avicultura,Araguatins,1
Suinocultura,Araguatins,1
Olericultura,Araguatins,1
Bovinocultura de corte,Miracema do Tocantins,1
Avicultura,Miracema do Tocantins,1
Mandiocultura,Miracema do Tocantins,1
Culturas anuais,Miracema do Tocantins,1
Bovinocultura mista (touro - com características de corte,Araguaína,1
Vaca - cruzada,Araguaína,1
Principais produtos comercializados - bezerros,Araguaína,1
Leite) -,Araguaína,1
Avicultura,Araguaína,1
Bovinocultura mista (touro - com características de corte,Dianópolis,1
Vaca - cruzada,Dianópolis,1
Principais produtos comercializados - bezerros,Dianópolis,1
Leite) -,Dianópolis,1
Bovinocultura mista (touro - com características de corte,Santa Rita do Tocantins,1
Vaca - cruzada,Santa Rita do Tocantins,1
Principais produtos comercializados - bezerros,Santa Rita do Tocantins,1
Leite) -,Santa Rita do Tocantins,1
Avicultura,Pedro Afonso,1
Pisicultura,Pedro Afonso,1
Mandiocultura,Pedro Afonso,1
Avicultura,Porto Nacional,1
Apicultura,Porto Nacional,1
Meliponicultura,Porto Nacional,1
Bovinocultura mista (touro - com características de corte,Porto Alegre do Tocantins,1
Vaca - cruzada,Porto Alegre do Tocantins,1
Principais produtos comercializados - bezerros,Porto Alegre do Tocantins,1
Leite) -,Porto Alegre do Tocantins,1
Bovinocultura de corte,Santa Fé do Araguaia,1
Avicultura,Santa Fé do Araguaia,1
Suinocultura,Santa Fé do Araguaia,1
Ovinocaprinocultura,Santa Fé do Araguaia,1
Bovinocultura mista (touro - com características de corte,Caseara,1
Vaca - cruzada,Caseara,1
Principais produtos comercializados - bezerros,Caseara,1
Leite) -,Caseara,1
Bovinocultura mista (touro - com características de corte,Paraíso do Tocantins,1
Vaca - cruzada,Paraíso do Tocantins,1
Principais produtos comercializados - bezerros,Paraíso do Tocantins,1
Leite) -,Paraíso do Tocantins,1
Bovinocultura mista (touro - com características de corte,Cariri do Tocantins,1
Vaca - cruzada,Cariri do Tocantins,1
Principais produtos comercializados - bezerros,Cariri do Tocantins,1
Leite) -,Cariri do Tocantins,1
Bovinocultura de corte,Divinópolis do Tocantins,1
Mandiocultura,Divinópolis do Tocantins,1
Bovinocultura mista (touro - com características de corte,Filadélfia,1
Vaca - cruzada,Filadélfia,1
Principais produtos comercializados - bezerros,Filadélfia,1
Leite) -,Filadélfia,1
Bovinocultura de corte,Nova Rosalândia,1
Bovinocultura de corte,Pium,1
Olericultura,Barrolândia,1
Mandiocultura,Tupirama,1
Olericultura,São Miguel do Tocantins,1
Bovinocultura de leite,Miracema do Tocantins,1
Bovinocultura de corte,Monte Santo do Tocantins,1
Bovinocultura de corte,Rio dos Bois,1
Mandiocultura,Rio dos Bois,1
Avicultura,Paranã,1
Suinocultura,Paranã,1
Mandiocultura,Paranã,1
Olericultura,Paranã,1
Culturas anuais,Paranã,1
Bovinocultura de corte,Divinópolis do Tocantins,1
Bovinocultura de corte,Barrolândia,1
Bovinocultura de leite,Lajeado,1
Bovinocultura de corte,Aliança do Tocantins,1
Bovinocultura de leite,Aliança do Tocantins,1
Avicultura,Aliança do Tocantins,1
Suinocultura,Aliança do Tocantins,1
Ovinocaprinocultura,Aliança do Tocantins,1
Bovinocultura de corte,Porto Alegre do Tocantins,1
Avicultura,Filadélfia,1
Suinocultura,Filadélfia,1
Olericultura,Filadélfia,1
Bovinocultura de corte,Lagoa da Confusão,1
Avicultura,Lagoa da Confusão,1
Suinocultura,Lagoa da Confusão,1
Mandiocultura,Lagoa da Confusão,1
Fruticultura,Lagoa da Confusão,1
Olericultura,Lagoa da Confusão,1
Fruticultura,Tupirama,1
Mandiocultura,Bom Jesus do Tocantins,1
Mandiocultura,São Miguel do Tocantins,1
Culturas anuais,São Miguel do Tocantins,1
Olericultura,Porto Nacional,1
Bovinocultura de leite,Paraíso do Tocantins,1
Mandiocultura,Almas,1
Culturas anuais,Almas,1
Bovinocultura de corte,Barrolândia,1
Avicultura,Guaraí,1
Ovinocaprinocultura,Guaraí,1
Pisicultura,Guaraí,1
Mandiocultura,Guaraí,1
Fruticultura,Guaraí,1
Olericultura,Guaraí,1
Bovinocultura de corte,Barrolândia,1
Avicultura,Talismã,1
Bovinocultura de corte,Peixe,1
Avicultura,Nova Olinda,1
Suinocultura,Nova Olinda,1
Mandiocultura,Nova Olinda,1
Fruticultura,Nova Olinda,1
Olericultura,Nova Olinda,1
Culturas anuais,Nova Olinda,1
Avicultura,Palmas,1
Mandiocultura,Palmas,1
Olericultura,Palmas,1
Bovinocultura de corte,Santa Fé do Araguaia,1
Avicultura,Santa Fé do Araguaia,1
Ovinocaprinocultura,Santa Fé do Araguaia,1
Pisicultura,Santa Fé do Araguaia,1
Mandiocultura,Santa Fé do Araguaia,1
Avicultura,Palmeiras do Tocantins,1
Suinocultura,Palmeiras do Tocantins,1
Pisicultura,Palmeiras do Tocantins,1
Mandiocultura,Palmeiras do Tocantins,1
Olericultura,Palmeiras do Tocantins,1
Culturas anuais,Palmeiras do Tocantins,1
Avicultura,Almas,1
Mandiocultura,Almas,1
Olericultura,Almas,1
Bovinocultura de corte,Peixe,1
Olericultura,Carmolândia,1
Mandiocultura,Gurupi,1
Bovinocultura de corte,Colméia,1
Avicultura,Paraíso do Tocantins,1
Mandiocultura,Paraíso do Tocantins,1
Olericultura,Paraíso do Tocantins,1
Bovinocultura de corte,Cariri do Tocantins,1
Avicultura,Pium,1
Suinocultura,Pium,1
Bovinocultura de corte,Filadélfia,1
Avicultura,Filadélfia,1
Apicultura,Filadélfia,1
Meliponicultura,Filadélfia,1
Cana -de-açucar,Filadélfia,1
Bovinocultura de corte,Couto Magalhães,1
Bovinocultura de leite,Sucupira,1
Avicultura,Sucupira,1
Avicultura,Ananás,1
Suinocultura,Ananás,1
Mandiocultura,Ananás,1
Olericultura,Monte Santo do Tocantins,1
Bovinocultura de leite,Axixá do Tocantins,1
Culturas anuais,Axixá do Tocantins,1
Avicultura,Rio Sono,1
Bovinocultura de corte,Colméia,1
Bovinocultura de leite,Colméia,1
Avicultura,Colméia,1
Olericultura,Colméia,1
Fruticultura,Miranorte,1
Bovinocultura de corte,Talismã,1
Bovinocultura de corte,Rio Sono,1
Avicultura,Rio Sono,1
Ovinocaprinocultura,Rio Sono,1
Avicultura,Aragominas,1
Pisicultura,Aragominas,1
Bovinocultura de leite,Axixá do Tocantins,1
Avicultura,Axixá do Tocantins,1
Pisicultura,Axixá do Tocantins,1
Mandiocultura,Axixá do Tocantins,1
Culturas anuais,Axixá do Tocantins,1
Avicultura,dois Irmãos do Tocantins,1
Pisicultura,dois Irmãos do Tocantins,1
Bovinocultura de corte,Lagoa da Confusão,1
Culturas anuais,Lagoa da Confusão,1
Bovinocultura de corte,Cristalândia,1
Avicultura,Cristalândia,1
Suinocultura,Cristalândia,1
Mandiocultura,Cristalândia,1
Olericultura,Cristalândia,1
Apicultura,darcinópolis,1
Meliponicultura,darcinópolis,1
Olericultura,darcinópolis,1
Bovinocultura de leite,Gurupi,1
Avicultura,Gurupi,1
Bovinocultura de leite,Axixá do Tocantins,1
Avicultura,Axixá do Tocantins,1
Pisicultura,Axixá do Tocantins,1
Mandiocultura,Axixá do Tocantins,1
Culturas anuais,Axixá do Tocantins,1
Bovinocultura de corte,Pium,1
Bovinocultura de leite,Pium,1
Avicultura,Pium,1
Suinocultura,Pium,1
Bovinocultura de corte,Colméia,1
Bovinocultura de leite,Colméia,1
Avicultura,Colméia,1
Olericultura,Colméia,1
Bovinocultura de corte,Paranã,1
Avicultura,Paranã,1
Suinocultura,Paranã,1
Mandiocultura,Paranã,1
Olericultura,Paranã,1
Bovinocultura de corte,Figueirópolis,1
Apicultura,Figueirópolis,1
Meliponicultura,Figueirópolis,1
Mandiocultura,Figueirópolis,1
Olericultura,Figueirópolis,1
Bovinocultura de corte,Rio da Conceição,1
Avicultura,Rio da Conceição,1
Suinocultura,Rio da Conceição,1
Fruticultura,Rio da Conceição,1
Culturas anuais,Rio da Conceição,1
Bovinocultura de corte,Marianópolis do Tocantins,1
Avicultura,Marianópolis do Tocantins,1
Suinocultura,Marianópolis do Tocantins,1
Olericultura,Marianópolis do Tocantins,1
Culturas anuais,Marianópolis do Tocantins,1
Bovinocultura de corte,Silvanópolis,1
Avicultura,Silvanópolis,1
Suinocultura,Silvanópolis,1
Pisicultura,Silvanópolis,1
Mandiocultura,Silvanópolis,1
Avicultura,Pium,1
Pisicultura,Pium,1
Bovinocultura de corte,Riachinho,1
Bovinocultura de leite,Riachinho,1
Avicultura,Riachinho,1
Fruticultura,Riachinho,1
Bovinocultura de corte,Miracema do Tocantins,1
Avicultura,Miracema do Tocantins,1
Mandiocultura,Paranã,1
Pisicultura,Xambioá,1
Avicultura,Caseara,1
Bovinocultura de leite,Miracema do Tocantins,1
Avicultura,Miracema do Tocantins,1
Suinocultura,Miracema do Tocantins,1
Mandiocultura,Miracema do Tocantins,1
Culturas anuais,Miracema do Tocantins,1
Bovinocultura de corte,Marianópolis do Tocantins,1
Avicultura,Marianópolis do Tocantins,1
Pisicultura,Marianópolis do Tocantins,1
Mandiocultura,Marianópolis do Tocantins,1
Olericultura,Marianópolis do Tocantins,1
Bovinocultura de leite,Paraíso do Tocantins,1
Avicultura,Paraíso do Tocantins,1
Suinocultura,Paraíso do Tocantins,1
Pisicultura,Paraíso do Tocantins,1
Mandiocultura,Paraíso do Tocantins,1
Suinocultura,São Miguel do Tocantins,1
Pisicultura,São Miguel do Tocantins,1
Mandiocultura,São Miguel do Tocantins,1
Bovinocultura de corte,Barrolândia,1
Avicultura,Barrolândia,1
Mandiocultura,Barrolândia,1
Olericultura,Barrolândia,1
Culturas anuais,Barrolândia,1
Bovinocultura de corte,São Salvador do Tocantins,1
Avicultura,São Salvador do Tocantins,1
Mandiocultura,São Salvador do Tocantins,1
Olericultura,São Salvador do Tocantins,1
Culturas anuais,São Salvador do Tocantins,1
Bovinocultura de corte,Monte do Carmo,1
Avicultura,Monte do Carmo,1
Suinocultura,Monte do Carmo,1
Mandiocultura,Monte do Carmo,1
Culturas anuais,Monte do Carmo,1
Bovinocultura de corte,Cristalândia,1
Avicultura,Cristalândia,1
Suinocultura,Cristalândia,1
Mandiocultura,Cristalândia,1
Culturas anuais,Cristalândia,1
Bovinocultura de corte,Miracema do Tocantins,1
Avicultura,Miracema do Tocantins,1
Suinocultura,Miracema do Tocantins,1
Mandiocultura,Miracema do Tocantins,1
Culturas anuais,Miracema do Tocantins,1
Bovinocultura de corte,Paranã,1
Avicultura,Paranã,1
Suinocultura,Paranã,1
Mandiocultura,Paranã,1
Culturas anuais,Paranã,1
Bovinocultura de corte,Araguaçu,1
Avicultura,Araguaçu,1
Suinocultura,Araguaçu,1
Mandiocultura,Araguaçu,1
Culturas anuais,Araguaçu,1
Bovinocultura de corte,Crixás do Tocantins,1
Avicultura,Crixás do Tocantins,1
Mandiocultura,Crixás do Tocantins,1
Culturas anuais,Crixás do Tocantins,1
Cana de açucar,Crixás do Tocantins,1
Avicultura,Babaçulândia,1
Apicultura,Babaçulândia,1
Meliponicultura,Babaçulândia,1
Mandiocultura,Babaçulândia,1
Fruticultura,Babaçulândia,1
Culturas anuais,Babaçulândia,1
Bovinocultura de corte,Guaraí,1
Bovinocultura de leite,Guaraí,1
Mandiocultura,Guaraí,1
Fruticultura,Guaraí,1
Bovinocultura de corte,Guaraí,1
Bovinocultura de leite,Guaraí,1
Mandiocultura,Guaraí,1
Fruticultura,Guaraí,1
Bovinocultura de leite,Dianópolis,1
Avicultura,Dianópolis,1
Mandiocultura,Dianópolis,1
Olericultura,Dianópolis,1
Extrativismo vegetal,Dianópolis,1
Bovinocultura de corte,Marianópolis do Tocantins,1
Avicultura,Marianópolis do Tocantins,1
Ovinocaprinocultura,Marianópolis do Tocantins,1
Pisicultura,Marianópolis do Tocantins,1
Culturas anuais,Marianópolis do Tocantins,1
Bovinocultura de corte,Monte Santo do Tocantins,1
Bovinocultura de leite,Monte Santo do Tocantins,1
Avicultura,Monte Santo do Tocantins,1
Suinocultura,Monte Santo do Tocantins,1
Pisicultura,Monte Santo do Tocantins,1
Avicultura,Guaraí,1
Ovinocaprinocultura,Guaraí,1
Pisicultura,Guaraí,1
Mandiocultura,Guaraí,1
Fruticultura,Guaraí,1
Olericultura,Guaraí,1
Bovinocultura de corte,dois Irmãos do Tocantins,1
Bovinocultura de leite,dois Irmãos do Tocantins,1
Avicultura,dois Irmãos do Tocantins,1
Suinocultura,dois Irmãos do Tocantins,1
Mandiocultura,dois Irmãos do Tocantins,1
Bovinocultura de corte,Caseara,1
Bovinocultura de leite,Caseara,1
Avicultura,Caseara,1
Suinocultura,Caseara,1
Mandiocultura,Caseara,1
Bovinocultura de corte,Chapada de Areia,1
Bovinocultura de leite,Chapada de Areia,1
Avicultura,Chapada de Areia,1
Pisicultura,Chapada de Areia,1
Bovinocultura de corte,Divinópolis do Tocantins,1
Avicultura,Divinópolis do Tocantins,1
Ovinocaprinocultura,Divinópolis do Tocantins,1
Mandiocultura,Divinópolis do Tocantins,1
Bovinocultura de corte,Araguaçu,1
Bovinocultura de leite,Araguaçu,1
Avicultura,Araguaçu,1
Mandiocultura,Araguaçu,1
Cana-de-açucar,Araguaçu,1
Bovinocultura de leite,Carmolândia,1
Avicultura,Carmolândia,1
Suinocultura,Carmolândia,1
Mandiocultura,Carmolândia,1
Fruticultura,Carmolândia,1
Olericultura,Carmolândia,1
Avicultura,Nova Olinda,1
Suinocultura,Nova Olinda,1
Mandiocultura,Nova Olinda,1
Olericultura,Nova Olinda,1
Extrativismo vegetal,Nova Olinda,1
Bovinocultura de corte,Axixá do Tocantins,1
Avicultura,Dianópolis,1
Pisicultura,Dianópolis,1
Olericultura,Aguiarnópolis,1
Olericultura,Nova Rosalândia,1
Mandiocultura,Axixá do Tocantins,1
Bovinocultura de corte,Araguaína,1
Avicultura,Nova Olinda,1
Suinocultura,Nova Olinda,1
Mandiocultura,Nova Olinda,1
Olericultura,Nova Olinda,1
Culturas anuais,Nova Olinda,1
Extrativismo vegetal,Nova Olinda,1
Bovinocultura de leite,Paraíso do Tocantins,1
Avicultura,Paraíso do Tocantins,1
Pisicultura,Paraíso do Tocantins,1
Mandiocultura,Paraíso do Tocantins,1
Olericultura,Paraíso do Tocantins,1
Culturas anuais,Paraíso do Tocantins,1
Bovinocultura de corte,Luzinópolis,1
Avicultura,Luzinópolis,1
Suinocultura,Luzinópolis,1
Pisicultura,Luzinópolis,1
Mandiocultura,Luzinópolis,1
Culturas anuais,Luzinópolis,1
Bovinocultura de corte,Fátima,1
Avicultura,Fátima,1
Suinocultura,Fátima,1
Mandiocultura,Fátima,1
Olericultura,Fátima,1
Culturas anuais,Fátima,1
Bovinocultura de corte,Wanderlândia,1
Bovinocultura de leite,Wanderlândia,1
Avicultura,Wanderlândia,1
Ovinocaprinocultura,Wanderlândia,1
Culturas anuais,Wanderlândia,1
Bovinocultura de corte,Silvanópolis,1
Avicultura,Silvanópolis,1
Pisicultura,Silvanópolis,1
Avicultura,Santa Maria do Tocantins,1
Suinocultura,Santa Maria do Tocantins,1
Mandiocultura,Santa Maria do Tocantins,1
Olericultura,Santa Maria do Tocantins,1
Culturas anuais,Santa Maria do Tocantins,1
Bovinocultura de corte,Paranã,1
Avicultura,Paranã,1
Bovinocultura de corte,Araguaína,1
Bovinocultura de leite,Araguaína,1
Avicultura,Araguaína,1
Suinocultura,Araguaína,1
Fruticultura,Araguaína,1
Olericultura,Araguaína,1
Bovinocultura de corte,Aurora do Tocantins,1
Avicultura,Aurora do Tocantins,1
Suinocultura,Aurora do Tocantins,1
Mandiocultura,Aurora do Tocantins,1
Culturas anuais,Aurora do Tocantins,1
Extrativismo vegetal,Aurora do Tocantins,1
Bovinocultura de corte,Luzinópolis,1
Bovinocultura de leite,Luzinópolis,1
Avicultura,Luzinópolis,1
Suinocultura,Luzinópolis,1
Olericultura,Luzinópolis,1
Culturas anuais,Luzinópolis,1
Bovinocultura de corte,Dianópolis,1
Bovinocultura de leite,Dianópolis,1
Avicultura,Dianópolis,1
Mandiocultura,Dianópolis,1
Fruticultura,Dianópolis,1
Olericultura,Dianópolis,1
Culturas anuais,Dianópolis,1
Bovinocultura mista (touro - com características de corte,Pedro Afonso,1
Vaca - cruzada,Pedro Afonso,1
Principais produtos comercializados - bezerros,Pedro Afonso,1
Leite) -,Pedro Afonso,1
Avicultura,Piraquê,1
Suinocultura,Piraquê,1
Mandiocultura,Piraquê,1
Olericultura,Piraquê,1
Culturas anuais,Piraquê,1
Bovinocultura mista (touro - com características de corte,Miranorte,1
Vaca - cruzada,Miranorte,1
Principais produtos comercializados - bezerros,Miranorte,1
Leite) -,Miranorte,1
Avicultura,Gurupi,1
Suinocultura,Gurupi,1
Apicultura,Gurupi,1
Meliponicultura,Gurupi,1
Mandiocultura,Gurupi,1
Bovinocultura de corte,Dianópolis,1
Avicultura,Dianópolis,1
Bovinocultura de corte,São Bento do Tocantins,1
Bovinocultura mista (touro - com características de corte,Goiatins,1
Vaca - cruzada,Goiatins,1
Principais produtos comercializados - bezerros,Goiatins,1
Leite) -,Goiatins,1
Bovinocultura de corte,Peixe,1
Avicultura,Peixe,1
Bovinocultura mista (touro - com características de corte,Dianópolis,1
Vaca - cruzada,Dianópolis,1
Principais produtos comercializados - bezerros,Dianópolis,1
Leite) -,Dianópolis,1
Bovinocultura de corte,Miranorte,1
Bovinocultura de leite,Miranorte,1
Avicultura,Miranorte,1
Suinocultura,Miranorte,1
Avicultura,Aurora do Tocantins,1
Fruticultura,Aurora do Tocantins,1
Bovinocultura de corte,Paranã,1
Avicultura,Paranã,1
Mandiocultura,Paranã,1
Culturas anuais,Paranã,1
Bovinocultura de corte,Rio Sono,1
Avicultura,Rio Sono,1
Bovinocultura de corte,Santa Fé do Araguaia,1
Bovinocultura de leite,Santa Fé do Araguaia,1
Avicultura,Santa Fé do Araguaia,1
Suinocultura,Santa Fé do Araguaia,1
Ovinocaprinocultura,Santa Fé do Araguaia,1
Pisicultura,Santa Fé do Araguaia,1
Mandiocultura,Santa Fé do Araguaia,1
Extrativismo vegetal,Santa Fé do Araguaia,1
Bovinocultura mista (touro - com características de corte,Wanderlândia,1
Vaca - cruzada,Wanderlândia,1
Principais produtos comercializados - bezerros,Wanderlândia,1
Leite) -,Wanderlândia,1
Avicultura,Wanderlândia,1
Bovinocultura mista (touro - com características de corte,Pedro Afonso,1
Vaca - cruzada,Pedro Afonso,1
Principais produtos comercializados - bezerros,Pedro Afonso,1
Leite) -,Pedro Afonso,1
Avicultura,Pedro Afonso,1
Bovinocultura mista (touro - com características de corte,Nova Olinda,1
Vaca - cruzada,Nova Olinda,1
Principais produtos comercializados - bezerros,Nova Olinda,1
Leite) -,Nova Olinda,1
Avicultura,Nova Olinda,1
Bovinocultura de corte,Riachinho,1
Bovinocultura de leite,Riachinho,1
Avicultura,Riachinho,1
Suinocultura,Riachinho,1
Bovinocultura de corte,Guaraí,1
Avicultura,Guaraí,1
Avicultura,Palmeiras do Tocantins,1
Olericultura,Palmeiras do Tocantins,1
Culturas anuais,Palmeiras do Tocantins,1
Bovinocultura mista (touro - com características de corte,Xambioá,1
Vaca - cruzada,Xambioá,1
Principais produtos comercializados - bezerros,Xambioá,1
Leite) -,Xambioá,1
Avicultura,Xambioá,1
Bovinocultura mista (touro - com características de corte,Pium,1
Vaca - cruzada,Pium,1
Principais produtos comercializados - bezerros,Pium,1
Leite) -,Pium,1
Avicultura,Pium,1
Bovinocultura mista (touro - com características de corte,Miranorte,1
Vaca - cruzada,Miranorte,1
Principais produtos comercializados - bezerros,Miranorte,1
Leite) -,Miranorte,1
Avicultura,Miranorte,1
Bovinocultura de corte,Marianópolis do Tocantins,1
Avicultura,Marianópolis do Tocantins,1
Mandiocultura,Marianópolis do Tocantins,1
Culturas anuais,Marianópolis do Tocantins,1
Bovinocultura de corte,Dianópolis,1
Avicultura,Dianópolis,1
Bovinocultura mista (touro - com características de corte,Aliança do Tocantins,1
Vaca - cruzada,Aliança do Tocantins,1
Principais produtos comercializados - bezerros,Aliança do Tocantins,1
Leite) -,Aliança do Tocantins,1
Avicultura,Aliança do Tocantins,1
Bovinocultura mista (touro - com características de corte,Paranã,1
Vaca - cruzada,Paranã,1
Principais produtos comercializados - bezerros,Paranã,1
Leite) -,Paranã,1
Avicultura,Paranã,1
Bovinocultura mista (touro - com características de corte,Xambioá,1
Vaca - cruzada,Xambioá,1
Principais produtos comercializados - bezerros,Xambioá,1
Leite) -,Xambioá,1
Fruticultura,Xambioá,1
Bovinocultura mista (touro - com características de corte,Almas,1
Vaca - cruzada,Almas,1
Principais produtos comercializados - bezerros,Almas,1
Leite) -,Almas,1
Suinocultura,Almas,1
Bovinocultura mista (touro - com características de corte,Tupirama,1
Vaca - cruzada,Tupirama,1
Principais produtos comercializados - bezerros,Tupirama,1
Leite) -,Tupirama,1
Culturas anuais,Tupirama,1
Bovinocultura de leite,Marianópolis do Tocantins,1
Bovinocultura mista (touro - com características de corte,Marianópolis do Tocantins,1
Vaca - cruzada,Marianópolis do Tocantins,1
Principais produtos comercializados - bezerros,Marianópolis do Tocantins,1
Leite) -,Marianópolis do Tocantins,1
Mandiocultura,Abreulândia,1
Olericultura,Xambioá,1
Extrativismo vegetal,Xambioá,1
Bovinocultura de corte,Rio dos Bois,1
Avicultura,Rio dos Bois,1
Mandiocultura,Rio dos Bois,1
Culturas anuais,Rio dos Bois,1
Bovinocultura de corte,Miranorte,1
Bovinocultura mista (touro - com características de corte,Miranorte,1
Vaca - cruzada,Miranorte,1
Principais produtos comercializados - bezerros,Miranorte,1
Leite) -,Miranorte,1
Bovinocultura de corte,Paraíso do Tocantins,1
Bovinocultura mista (touro - com características de corte,Paraíso do Tocantins,1
Vaca - cruzada,Paraíso do Tocantins,1
Principais produtos comercializados - bezerros,Paraíso do Tocantins,1
Leite) -,Paraíso do Tocantins,1
Bovinocultura mista (touro - com características de corte,Marianópolis do Tocantins,1
Vaca - cruzada,Marianópolis do Tocantins,1
Principais produtos comercializados - bezerros,Marianópolis do Tocantins,1
Leite) -,Marianópolis do Tocantins,1
Avicultura,Marianópolis do Tocantins,1
Olericultura,Marianópolis do Tocantins,1
Bovinocultura de corte,Barrolândia,1
Bovinocultura de leite,Barrolândia,1
Avicultura,Barrolândia,1
Suinocultura,Barrolândia,1
Olericultura,São Miguel do Tocantins,1
Extrativismo vegetal,São Miguel do Tocantins,1
Avicultura,Fortaleza do Tabocão,1
Olericultura,Fortaleza do Tabocão,1
Culturas anuais,Fortaleza do Tabocão,1
Bovinocultura de leite,Xambioá,1
Bovinocultura de corte,Lagoa da Confusão,1
Avicultura,Lagoa da Confusão,1
Mandiocultura,Lagoa da Confusão,1
Culturas anuais,Lagoa da Confusão,1
Bovinocultura de corte,Lagoa da Confusão,1
Avicultura,Lagoa da Confusão,1
Mandiocultura,Lagoa da Confusão,1
Culturas anuais,Lagoa da Confusão,1
Bovinocultura de corte,Almas,1
Avicultura,Almas,1
Bovinocultura de corte,Santa Rita do Tocantins,1
Mandiocultura,Palmeiras do Tocantins,1
Olericultura,Araguaína,1
Bovinocultura mista (touro - com características de corte,Crixás do Tocantins,1
Vaca - cruzada,Crixás do Tocantins,1
Principais produtos comercializados - bezerros,Crixás do Tocantins,1
Leite) -,Crixás do Tocantins,1
Avicultura,Crixás do Tocantins,1
Suinocultura,Crixás do Tocantins,1
Bovinocultura mista (touro - com características de corte,Fortaleza do Tabocão,1
Vaca - cruzada,Fortaleza do Tabocão,1
Principais produtos comercializados - bezerros,Fortaleza do Tabocão,1
Leite) -,Fortaleza do Tabocão,1
Avicultura,Fortaleza do Tabocão,1
Suinocultura,Fortaleza do Tabocão,1
Bovinocultura mista (touro - com características de corte,Gurupi,1
Vaca - cruzada,Gurupi,1
Principais produtos comercializados - bezerros,Gurupi,1
Leite) -,Gurupi,1
Avicultura,Gurupi,1
