uso_de_praticas_sustentaveis_,qual_o_nivel_de_degradacao_que_predomina_nas_pastagens_,municipio_ibge,count
Calagem,Degradação Média,Araguaína,1
Adubação,Degradação Média,Araguaína,1
Adubação,Não possui degradação,Bom Jesus do Tocantins,1
Não usa,Pouco degradado,Miranorte,1
Aceiros,Não possui degradação,Ananás,1
Calagem,Não possui degradação,Ananás,1
Aceiros,Não possui degradação,Rio Sono,1
Calagem,Não possui degradação,Rio Sono,1
Recuperação de pastagens,Não possui degradação,Rio Sono,1
Adubação,Não possui degradação,Rio Sono,1
Adubação verde,,Sítio Novo do Tocantins,1
Reaproveitamento de residuos,,Sítio Novo do Tocantins,1
Rotação de cultura,,Sítio Novo do Tocantins,1
Aceiros,,Sítio Novo do Tocantins,1
Descarte correto de embalagens,,Sítio Novo do Tocantins,1
Reaproveitamento de residuos,Pouco degradado,Rio dos Bois,1
Calagem,Pouco degradado,Rio dos Bois,1
Descarte correto de embalagens,Pouco degradado,Rio dos Bois,1
Adubação,Pouco degradado,Rio dos Bois,1
Adubação verde,Pouco degradado,Santa Maria do Tocantins,1
Aceiros,Pouco degradado,Santa Maria do Tocantins,1
Adubação,Pouco degradado,Santa Maria do Tocantins,1
Aceiros,Não possui degradação,Figueirópolis,1
Adubação,Não possui degradação,Figueirópolis,1
Reaproveitamento de residuos,Pouco degradado,dois Irmãos do Tocantins,1
Aceiros,Pouco degradado,dois Irmãos do Tocantins,1
Adubação,Pouco degradado,dois Irmãos do Tocantins,1
Adubação verde,Pouco degradado,Dianópolis,1
Plantio direto,Pouco degradado,Dianópolis,1
Adubação verde,Não possui degradação,Dianópolis,1
Calagem,Não possui degradação,Dianópolis,1
Consórcio,Não possui degradação,Dianópolis,1
Plantio direto,Não possui degradação,Dianópolis,1
Adubação,Não possui degradação,Dianópolis,1
Curva de nível,Não possui degradação,Almas,1
Reaproveitamento de residuos,Não possui degradação,Almas,1
Rotação de cultura,Não possui degradação,Almas,1
Aceiros,Não possui degradação,Almas,1
Consórcio,Não possui degradação,Almas,1
Descarte correto de embalagens,Não possui degradação,Almas,1
Recuperação de pastagens,Não possui degradação,Almas,1
Adubação,Não possui degradação,Almas,1
Aceiros,Não possui degradação,Divinópolis do Tocantins,1
Calagem,Não possui degradação,Divinópolis do Tocantins,1
Consórcio,Não possui degradação,Divinópolis do Tocantins,1
Adubação,Não possui degradação,Divinópolis do Tocantins,1
Rotação de cultura,,Axixá do Tocantins,1
Calagem,,Axixá do Tocantins,1
Adubação,,Axixá do Tocantins,1
Não usa,Não possui degradação,Luzinópolis,1
Adubação,Não possui degradação,Dueré,1
Adubação verde,Degradação Média,Marianópolis do Tocantins,1
Adubação,Degradação Média,Marianópolis do Tocantins,1
Aceiros,Não possui degradação,Almas,1
Calagem,Não possui degradação,Almas,1
Descarte correto de embalagens,Não possui degradação,Almas,1
Recuperação de pastagens,Não possui degradação,Almas,1
Aceiros,Pouco degradado,Miracema do Tocantins,1
Descarte correto de embalagens,Pouco degradado,Miracema do Tocantins,1
Recuperação de pastagens,Pouco degradado,Miracema do Tocantins,1
Rotação de cultura,Pouco degradado,Paranã,1
Aceiros,Pouco degradado,Paranã,1
Consórcio,Pouco degradado,Paranã,1
Plantio direto,Pouco degradado,Paranã,1
Adubação,Pouco degradado,Paranã,1
Aceiros,Pouco degradado,Pium,1
Adubação,Pouco degradado,Pium,1
Rotação de cultura,Pouco degradado,Paranã,1
Consórcio,Pouco degradado,Paranã,1
Rotação de cultura,Não possui degradação,Paranã,1
Aceiros,Não possui degradação,Paranã,1
Adubação verde,,Chapada de Areia,1
Reaproveitamento de residuos,,Chapada de Areia,1
Rotação de cultura,,Monte Santo do Tocantins,1
Adubação,,Monte Santo do Tocantins,1
Aceiros,Pouco degradado,Tupirama,1
Não usa,Pouco degradado,Cristalândia,1
Adubação verde,Não possui degradação,Araguanã,1
Plantio direto,Não possui degradação,Araguanã,1
Adubação,Não possui degradação,Araguanã,1
Reaproveitamento de residuos,Muito degradado,Santa Fé do Araguaia,1
Rotação de cultura,Muito degradado,Santa Fé do Araguaia,1
Aceiros,Muito degradado,Santa Fé do Araguaia,1
Aceiros,Pouco degradado,Goiatins,1
Aceiros,Pouco degradado,Marianópolis do Tocantins,1
Aceiros,Não possui degradação,Marianópolis do Tocantins,1
Calagem,Não possui degradação,Marianópolis do Tocantins,1
Recuperação de pastagens,Não possui degradação,Marianópolis do Tocantins,1
Adubação,Não possui degradação,Marianópolis do Tocantins,1
Aceiros,Pouco degradado,Aragominas,1
Aceiros,,Filadélfia,1
Aceiros,,Barrolândia,1
Recuperação de pastagens,,Barrolândia,1
Adubação,,Barrolândia,1
Rotação de cultura,,Sítio Novo do Tocantins,1
Adubação,,Sítio Novo do Tocantins,1
Rotação de cultura,Pouco degradado,Cariri do Tocantins,1
Aceiros,Pouco degradado,Cariri do Tocantins,1
Calagem,Pouco degradado,Cariri do Tocantins,1
Recuperação de pastagens,Pouco degradado,Cariri do Tocantins,1
Adubação,Pouco degradado,Cariri do Tocantins,1
Adubação verde,,Nova Rosalândia,1
Reaproveitamento de residuos,,Nova Rosalândia,1
Rotação de cultura,,Nova Rosalândia,1
Calagem,,Nova Rosalândia,1
Adubação,,Nova Rosalândia,1
Aceiros,Não possui degradação,Dianópolis,1
Calagem,Não possui degradação,Dianópolis,1
Recuperação de pastagens,Não possui degradação,Dianópolis,1
Adubação,Não possui degradação,Dianópolis,1
Aceiros,Não possui degradação,Palmeiras do Tocantins,1
Descarte correto de embalagens,Não possui degradação,Palmeiras do Tocantins,1
Recuperação de pastagens,Não possui degradação,Palmeiras do Tocantins,1
Adubação,Não possui degradação,Palmeiras do Tocantins,1
Adubação verde,,Caseara,1
Reaproveitamento de residuos,,Caseara,1
Aceiros,Pouco degradado,Aurora do Tocantins,1
Consórcio,Pouco degradado,Aurora do Tocantins,1
Aceiros,Pouco degradado,Jaú do Tocantins,1
Adubação,Pouco degradado,Jaú do Tocantins,1
Rotação de cultura,Pouco degradado,Pium,1
Consórcio,Pouco degradado,Pium,1
Recuperação de pastagens,Pouco degradado,Pium,1
Adubação,Pouco degradado,Pium,1
Rotação de cultura,Pouco degradado,Wanderlândia,1
Aceiros,Pouco degradado,Wanderlândia,1
Calagem,Pouco degradado,Wanderlândia,1
Recuperação de pastagens,Pouco degradado,Wanderlândia,1
Adubação,Pouco degradado,Wanderlândia,1
Rotação de cultura,Não possui degradação,Palmeiras do Tocantins,1
Aceiros,Não possui degradação,Palmeiras do Tocantins,1
Descarte correto de embalagens,Não possui degradação,Palmeiras do Tocantins,1
Recuperação de pastagens,Não possui degradação,Palmeiras do Tocantins,1
Aceiros,Pouco degradado,Novo Jardim,1
Adubação,Pouco degradado,Novo Jardim,1
Rotação de cultura,Degradação Média,Chapada da Natividade,1
Reaproveitamento de residuos,Pouco degradado,Rio dos Bois,1
Aceiros,Pouco degradado,Rio dos Bois,1
Calagem,Pouco degradado,Rio dos Bois,1
Descarte correto de embalagens,Pouco degradado,Rio dos Bois,1
Adubação,Pouco degradado,Rio dos Bois,1
Aceiros,Pouco degradado,Peixe,1
Aceiros,Não possui degradação,Lagoa da Confusão,1
Aceiros,Pouco degradado,Carmolândia,1
Curva de nível,Degradação Média,Araguaçu,1
Reaproveitamento de residuos,Degradação Média,Araguaçu,1
Recuperação de pastagens,Degradação Média,Araguaçu,1
Plantio direto,Degradação Média,Araguaçu,1
Calagem,Pouco degradado,Chapada da Natividade,1
Aceiros,Não possui degradação,Miranorte,1
Calagem,Não possui degradação,Axixá do Tocantins,1
Não usa,Pouco degradado,Palmeirópolis,1
Rotação de cultura,Pouco degradado,Monte Santo do Tocantins,1
Aceiros,,Sítio Novo do Tocantins,1
Rotação de cultura,,Rio dos Bois,1
Calagem,,Rio dos Bois,1
Adubação,,Rio dos Bois,1
Aceiros,Pouco degradado,Chapada da Natividade,1
Aceiros,Degradação Média,Xambioá,1
Ilp - integração lavoura pecuária,Degradação Média,Xambioá,1
Recuperação de pastagens,Degradação Média,Xambioá,1
Plantio direto,Degradação Média,Xambioá,1
Adubação verde,Degradação Média,Dianópolis,1
Adubação verde,Pouco degradado,Chapada da Natividade,1
Aceiros,Pouco degradado,Chapada da Natividade,1
Calagem,Pouco degradado,Chapada da Natividade,1
Aceiros,Pouco degradado,Peixe,1
Calagem,Pouco degradado,Peixe,1
Adubação,Pouco degradado,Peixe,1
Adubação verde,,São Miguel do Tocantins,1
Rotação de cultura,,São Miguel do Tocantins,1
Adubação,,São Miguel do Tocantins,1
Aceiros,Pouco degradado,Santa Fé do Araguaia,1
Calagem,Pouco degradado,Santa Fé do Araguaia,1
Adubação,Pouco degradado,Santa Fé do Araguaia,1
Adubação verde,Pouco degradado,Chapada da Natividade,1
Rotação de cultura,Pouco degradado,Chapada da Natividade,1
Recuperação de pastagens,Pouco degradado,Chapada da Natividade,1
Não usa,Pouco degradado,Araguaçu,1
Aceiros,Não possui degradação,Miracema do Tocantins,1
Aceiros,Pouco degradado,Cristalândia,1
Aceiros,Pouco degradado,dois Irmãos do Tocantins,1
Calagem,Pouco degradado,dois Irmãos do Tocantins,1
Adubação verde,Degradação Média,Chapada da Natividade,1
Rotação de cultura,Degradação Média,Chapada da Natividade,1
Aceiros,Degradação Média,Chapada da Natividade,1
Recuperação de pastagens,Degradação Média,Chapada da Natividade,1
Adubação,Degradação Média,Chapada da Natividade,1
Descarte correto de embalagens,Pouco degradado,Miracema do Tocantins,1
Recuperação de pastagens,Pouco degradado,Miracema do Tocantins,1
Adubação,Pouco degradado,Miracema do Tocantins,1
Reaproveitamento de residuos,Pouco degradado,Fortaleza do Tabocão,1
Aceiros,Pouco degradado,Fortaleza do Tabocão,1
Calagem,Pouco degradado,Fortaleza do Tabocão,1
Adubação,Pouco degradado,Fortaleza do Tabocão,1
Rotação de cultura,Pouco degradado,Chapada da Natividade,1
Aceiros,Pouco degradado,Chapada da Natividade,1
Recuperação de pastagens,Pouco degradado,Chapada da Natividade,1
Adubação,Pouco degradado,Chapada da Natividade,1
Rotação de cultura,Pouco degradado,Miranorte,1
Adubação,Pouco degradado,Miranorte,1
Rotação de cultura,,Almas,1
Aceiros,Pouco degradado,Santa Fé do Araguaia,1
Calagem,Pouco degradado,Santa Fé do Araguaia,1
Adubação,Pouco degradado,Santa Fé do Araguaia,1
Aceiros,Pouco degradado,Rio Sono,1
Adubação,Pouco degradado,Rio Sono,1
Aceiros,Pouco degradado,Chapada de Areia,1
Adubação,Pouco degradado,Chapada de Areia,1
Rotação de cultura,Não possui degradação,Figueirópolis,1
Adubação,Não possui degradação,Figueirópolis,1
Rotação de cultura,Pouco degradado,Palmeiras do Tocantins,1
Calagem,Pouco degradado,Palmeiras do Tocantins,1
Descarte correto de embalagens,Pouco degradado,Palmeiras do Tocantins,1
Adubação,Pouco degradado,Palmeiras do Tocantins,1
Rotação de cultura,Pouco degradado,Axixá do Tocantins,1
Calagem,Pouco degradado,Axixá do Tocantins,1
Adubação,Pouco degradado,Axixá do Tocantins,1
Rotação de cultura,Pouco degradado,Axixá do Tocantins,1
Calagem,Pouco degradado,Axixá do Tocantins,1
Adubação,Pouco degradado,Axixá do Tocantins,1
Curva de nível,Não possui degradação,São Salvador do Tocantins,1
Aceiros,Não possui degradação,São Salvador do Tocantins,1
Calagem,Não possui degradação,São Salvador do Tocantins,1
Adubação,Não possui degradação,São Salvador do Tocantins,1
Descarte correto de embalagens,Não possui degradação,Itaporã do Tocantins,1
Adubação verde,Pouco degradado,Chapada da Natividade,1
Aceiros,Degradação Média,Xambioá,1
Plantio direto,Degradação Média,Xambioá,1
Adubação,Degradação Média,Xambioá,1
Adubação verde,,Porto Nacional,1
Rotação de cultura,,Porto Nacional,1
Plantio direto,,Porto Nacional,1
Aceiros,Pouco degradado,Silvanópolis,1
Calagem,Pouco degradado,Silvanópolis,1
Descarte correto de embalagens,Pouco degradado,Silvanópolis,1
Recuperação de pastagens,Pouco degradado,Silvanópolis,1
Adubação,Pouco degradado,Silvanópolis,1
Adubação verde,Não possui degradação,Lajeado,1
Aceiros,Não possui degradação,Lajeado,1
Calagem,Não possui degradação,Lajeado,1
Recuperação de pastagens,Não possui degradação,Lajeado,1
Adubação,Não possui degradação,Lajeado,1
Aceiros,Não possui degradação,Divinópolis do Tocantins,1
Calagem,Não possui degradação,Divinópolis do Tocantins,1
Adubação,Não possui degradação,Divinópolis do Tocantins,1
Rotação de cultura,Não possui degradação,Riachinho,1
Aceiros,Não possui degradação,Riachinho,1
Descarte correto de embalagens,Não possui degradação,Riachinho,1
Adubação,Não possui degradação,Riachinho,1
Outros,Pouco degradado,Chapada da Natividade,1
Aceiros,Pouco degradado,Pium,1
Calagem,Pouco degradado,Pium,1
Aceiros,Pouco degradado,Ponte Alta do Bom Jesus,1
Recuperação de pastagens,Pouco degradado,Ponte Alta do Bom Jesus,1
Calagem,Pouco degradado,Pium,1
Adubação,Pouco degradado,Pium,1
Rotação de cultura,Pouco degradado,Xambioá,1
Aceiros,Pouco degradado,Xambioá,1
Recuperação de pastagens,Pouco degradado,Xambioá,1
Curva de nível,Pouco degradado,Colméia,1
Adubação verde,Pouco degradado,Colméia,1
Rotação de cultura,Pouco degradado,Colméia,1
Aceiros,Pouco degradado,Colméia,1
Calagem,Pouco degradado,Colméia,1
Adubação,Pouco degradado,Colméia,1
Curva de nível,Pouco degradado,Colméia,1
Adubação verde,Pouco degradado,Colméia,1
Rotação de cultura,Pouco degradado,Colméia,1
Aceiros,Pouco degradado,Colméia,1
Calagem,Pouco degradado,Colméia,1
Adubação,Pouco degradado,Colméia,1
Aceiros,Não possui degradação,Araguaína,1
Consórcio,Não possui degradação,Araguaína,1
Descarte correto de embalagens,Não possui degradação,Araguaína,1
Adubação,Não possui degradação,Araguaína,1
Aceiros,Não possui degradação,Ipueiras,1
Calagem,Não possui degradação,Ipueiras,1
Adubação,Não possui degradação,Ipueiras,1
Rotação de cultura,,Peixe,1
Aceiros,,Peixe,1
Calagem,,Peixe,1
Adubação,,Peixe,1
Curva de nível,Não possui degradação,Riachinho,1
Rotação de cultura,Não possui degradação,Riachinho,1
Aceiros,Não possui degradação,Riachinho,1
Descarte correto de embalagens,Não possui degradação,Riachinho,1
Recuperação de pastagens,Não possui degradação,Riachinho,1
Adubação,Não possui degradação,Riachinho,1
Aceiros,Não possui degradação,Divinópolis do Tocantins,1
Calagem,Não possui degradação,Divinópolis do Tocantins,1
Consórcio,Não possui degradação,Divinópolis do Tocantins,1
Recuperação de pastagens,Não possui degradação,Divinópolis do Tocantins,1
Plantio direto,Não possui degradação,Divinópolis do Tocantins,1
Adubação,Não possui degradação,Divinópolis do Tocantins,1
Aceiros,Não possui degradação,Divinópolis do Tocantins,1
Calagem,Não possui degradação,Divinópolis do Tocantins,1
Adubação,Não possui degradação,Divinópolis do Tocantins,1
Adubação verde,Não possui degradação,Miranorte,1
Aceiros,Não possui degradação,Miranorte,1
Adubação,Não possui degradação,Miranorte,1
Não usa,,Nova Olinda,1
Não usa,,Pugmil,1
Rotação de cultura,Pouco degradado,Paranã,1
Aceiros,Pouco degradado,Paranã,1
Consórcio,Pouco degradado,Paranã,1
Plantio direto,Pouco degradado,Paranã,1
Reaproveitamento de residuos,Pouco degradado,Cristalândia,1
Aceiros,Pouco degradado,Cristalândia,1
Curva de nível,Degradação Média,São Salvador do Tocantins,1
Aceiros,Degradação Média,São Salvador do Tocantins,1
Calagem,Degradação Média,São Salvador do Tocantins,1
Adubação,Degradação Média,São Salvador do Tocantins,1
Rotação de cultura,Pouco degradado,Miracema do Tocantins,1
Rotação de cultura,Pouco degradado,Axixá do Tocantins,1
Calagem,Pouco degradado,Axixá do Tocantins,1
Adubação,Pouco degradado,Axixá do Tocantins,1
Aceiros,Degradação Média,Lagoa da Confusão,1
Consórcio,Degradação Média,Lagoa da Confusão,1
Recuperação de pastagens,Degradação Média,Lagoa da Confusão,1
Adubação,Degradação Média,Lagoa da Confusão,1
Aceiros,Não possui degradação,Novo Jardim,1
Adubação verde,Não possui degradação,Rio da Conceição,1
Rotação de cultura,Não possui degradação,Rio da Conceição,1
Calagem,Não possui degradação,Rio da Conceição,1
Adubação,Não possui degradação,Rio da Conceição,1
Rotação de cultura,Não possui degradação,Ananás,1
Descarte correto de embalagens,Não possui degradação,Ananás,1
Adubação,Não possui degradação,Ananás,1
Reaproveitamento de residuos,,Santa Maria do Tocantins,1
Rotação de cultura,,Santa Maria do Tocantins,1
Aceiros,,Santa Maria do Tocantins,1
Rotação de cultura,Pouco degradado,Lagoa da Confusão,1
Aceiros,Pouco degradado,Lagoa da Confusão,1
Consórcio,Pouco degradado,Lagoa da Confusão,1
Rotação de cultura,Não possui degradação,Axixá do Tocantins,1
Aceiros,Não possui degradação,Axixá do Tocantins,1
Descarte correto de embalagens,Não possui degradação,Axixá do Tocantins,1
Rotação de cultura,,Sítio Novo do Tocantins,1
Ilpf - integração lavoura pecuária,,Sítio Novo do Tocantins,1
Floresta,,Sítio Novo do Tocantins,1
Descarte correto de embalagens,,Sítio Novo do Tocantins,1
Aceiros,Não possui degradação,Divinópolis do Tocantins,1
Consórcio,Pouco degradado,Barrolândia,1
Recuperação de pastagens,Pouco degradado,Barrolândia,1
Adubação,Pouco degradado,Barrolândia,1
Curva de nível,Degradação Média,São Salvador do Tocantins,1
Aceiros,Degradação Média,São Salvador do Tocantins,1
Reaproveitamento de residuos,Não possui degradação,Caseara,1
Adubação,Não possui degradação,Caseara,1
Aceiros,Pouco degradado,Miracema do Tocantins,1
Recuperação de pastagens,Pouco degradado,Miracema do Tocantins,1
Aceiros,,Axixá do Tocantins,1
Adubação,,Axixá do Tocantins,1
Não usa,,Talismã,1
Aceiros,Degradação Média,darcinópolis,1
Plantio direto,Degradação Média,darcinópolis,1
Adubação,Degradação Média,darcinópolis,1
Rotação de cultura,Não possui degradação,Palmeiras do Tocantins,1
Aceiros,Não possui degradação,Palmeiras do Tocantins,1
Descarte correto de embalagens,Não possui degradação,Palmeiras do Tocantins,1
Rotação de cultura,Pouco degradado,Xambioá,1
Aceiros,Pouco degradado,Xambioá,1
Calagem,Degradação Média,Crixás do Tocantins,1
Consórcio,Degradação Média,Crixás do Tocantins,1
Adubação,Degradação Média,Crixás do Tocantins,1
Reaproveitamento de residuos,,Babaçulândia,1
Rotação de cultura,,Babaçulândia,1
Aceiros,,Babaçulândia,1
Consórcio,,Babaçulândia,1
Plantio direto,,Babaçulândia,1
Adubação,,Babaçulândia,1
Aceiros,Não possui degradação,Araguaçu,1
Recuperação de pastagens,Não possui degradação,Araguaçu,1
Rotação de cultura,Não possui degradação,Riachinho,1
Aceiros,Não possui degradação,Riachinho,1
Plantio direto,Não possui degradação,Riachinho,1
Adubação,Não possui degradação,Riachinho,1
Aceiros,Degradação Média,Marianópolis do Tocantins,1
Calagem,Degradação Média,Marianópolis do Tocantins,1
Recuperação de pastagens,Degradação Média,Marianópolis do Tocantins,1
Adubação,Degradação Média,Marianópolis do Tocantins,1
Plantio direto,Não possui degradação,Dianópolis,1
Adubação,Não possui degradação,Dianópolis,1
Aceiros,Não possui degradação,Figueirópolis,1
Adubação,Não possui degradação,Figueirópolis,1
Aceiros,Pouco degradado,Piraquê,1
Adubação,Pouco degradado,Piraquê,1
Reaproveitamento de residuos,,Guaraí,1
Rotação de cultura,,Guaraí,1
Aceiros,,Guaraí,1
Calagem,,Guaraí,1
Consórcio,,Guaraí,1
Adubação,,Guaraí,1
Aceiros,Pouco degradado,Santa Fé do Araguaia,1
Calagem,Pouco degradado,Santa Fé do Araguaia,1
Adubação,Pouco degradado,Santa Fé do Araguaia,1
Adubação verde,Pouco degradado,Caseara,1
Aceiros,Pouco degradado,Caseara,1
Adubação,Pouco degradado,Caseara,1
Aceiros,Pouco degradado,Santa Fé do Araguaia,1
Calagem,Pouco degradado,Santa Fé do Araguaia,1
Adubação,Pouco degradado,Santa Fé do Araguaia,1
Rotação de cultura,Não possui degradação,Piraquê,1
Aceiros,Não possui degradação,Piraquê,1
Rotação de cultura,,Paraíso do Tocantins,1
Calagem,,Paraíso do Tocantins,1
Consórcio,,Paraíso do Tocantins,1
Adubação,,Paraíso do Tocantins,1
Rotação de cultura,,São Miguel do Tocantins,1
Calagem,,São Miguel do Tocantins,1
Adubação,,São Miguel do Tocantins,1
Aceiros,Não possui degradação,Araguaína,1
Calagem,Não possui degradação,Araguaína,1
Adubação,Não possui degradação,Araguaína,1
Aceiros,Degradação Média,Aliança do Tocantins,1
Calagem,Degradação Média,Aliança do Tocantins,1
Adubação,Degradação Média,Aliança do Tocantins,1
Reaproveitamento de residuos,Pouco degradado,Rio dos Bois,1
Aceiros,Pouco degradado,Rio dos Bois,1
Calagem,Pouco degradado,Rio dos Bois,1
Recuperação de pastagens,Pouco degradado,Rio dos Bois,1
Rotação de cultura,,Wanderlândia,1
Aceiros,,Wanderlândia,1
Rotação de cultura,,Paranã,1
Aceiros,,Paranã,1
Consórcio,,Paranã,1
Plantio direto,,Paranã,1
Aceiros,Pouco degradado,Piraquê,1
Calagem,Pouco degradado,Piraquê,1
Adubação,Pouco degradado,Piraquê,1
Não usa,Não possui degradação,Dianópolis,1
Curva de nível,Pouco degradado,Cariri do Tocantins,1
Rotação de cultura,Pouco degradado,Cariri do Tocantins,1
Aceiros,Pouco degradado,Cariri do Tocantins,1
Calagem,Pouco degradado,Cariri do Tocantins,1
Aceiros,,Carmolândia,1
Plantio direto,,Carmolândia,1
Adubação verde,,Dianópolis,1
Rotação de cultura,,Dianópolis,1
Aceiros,Pouco degradado,Aragominas,1
Rotação de cultura,Degradação Média,Xambioá,1
Aceiros,Degradação Média,Xambioá,1
Ilp - integração lavoura pecuária,Degradação Média,Xambioá,1
Recuperação de pastagens,Degradação Média,Xambioá,1
Plantio direto,Degradação Média,Xambioá,1
Rotação de cultura,Não possui degradação,Luzinópolis,1
Aceiros,Não possui degradação,Luzinópolis,1
Calagem,Não possui degradação,Luzinópolis,1
Consórcio,Não possui degradação,Luzinópolis,1
Descarte correto de embalagens,Não possui degradação,Luzinópolis,1
Recuperação de pastagens,Não possui degradação,Luzinópolis,1
Adubação,Não possui degradação,Luzinópolis,1
Aceiros,Não possui degradação,Paraíso do Tocantins,1
Aceiros,Pouco degradado,Cristalândia,1
Reaproveitamento de residuos,,Nova Rosalândia,1
Plantio direto,,Nova Rosalândia,1
Adubação,,Nova Rosalândia,1
Rotação de cultura,Degradação Média,Cariri do Tocantins,1
Aceiros,Degradação Média,Cariri do Tocantins,1
Calagem,Degradação Média,Cariri do Tocantins,1
Adubação,Degradação Média,Cariri do Tocantins,1
Aceiros,,Santa Terezinha do Tocantins,1
Aceiros,Muito degradado,Santa Rita do Tocantins,1
Calagem,Muito degradado,Santa Rita do Tocantins,1
Calagem,Não possui degradação,Abreulândia,1
Aceiros,Não possui degradação,Caseara,1
Aceiros,Pouco degradado,Wanderlândia,1
Adubação,Pouco degradado,Wanderlândia,1
Aceiros,Não possui degradação,Miracema do Tocantins,1
Aceiros,Não possui degradação,Wanderlândia,1
Calagem,Não possui degradação,Wanderlândia,1
Descarte correto de embalagens,Não possui degradação,Wanderlândia,1
Recuperação de pastagens,Não possui degradação,Wanderlândia,1
Aceiros,Degradação Média,Nova Olinda,1
Recuperação de pastagens,Degradação Média,Nova Olinda,1
Aceiros,Pouco degradado,Aragominas,1
Adubação verde,,Silvanópolis,1
Rotação de cultura,Pouco degradado,Riachinho,1
Aceiros,Pouco degradado,Riachinho,1
Calagem,Pouco degradado,Riachinho,1
Recuperação de pastagens,Pouco degradado,Riachinho,1
Plantio direto,Pouco degradado,Riachinho,1
Rotação de cultura,,Talismã,1
Aceiros,,Talismã,1
Aceiros,,darcinópolis,1
Recuperação de pastagens,,darcinópolis,1
Adubação,,darcinópolis,1
Não usa,Muito degradado,Marianópolis do Tocantins,1
Adubação verde,Degradação Média,Xambioá,1
Rotação de cultura,Degradação Média,Xambioá,1
Plantio direto,Degradação Média,Xambioá,1
Adubação,Degradação Média,Xambioá,1
Rotação de cultura,Pouco degradado,Miranorte,1
Calagem,Pouco degradado,Miranorte,1
Adubação,Pouco degradado,Miranorte,1
Reaproveitamento de residuos,,Riachinho,1
Rotação de cultura,,Riachinho,1
Aceiros,,Riachinho,1
Adubação verde,Pouco degradado,Araguanã,1
Rotação de cultura,Pouco degradado,Araguanã,1
Plantio direto,Pouco degradado,Araguanã,1
Adubação,Pouco degradado,Araguanã,1
Rotação de cultura,,Axixá do Tocantins,1
Aceiros,,Axixá do Tocantins,1
Rotação de cultura,Pouco degradado,Dianópolis,1
Calagem,Pouco degradado,Dianópolis,1
Ilp - integração lavoura pecuária,Pouco degradado,Dianópolis,1
Recuperação de pastagens,Pouco degradado,Dianópolis,1
Adubação,Pouco degradado,Dianópolis,1
Reaproveitamento de residuos,Não possui degradação,Marianópolis do Tocantins,1
Aceiros,Não possui degradação,Marianópolis do Tocantins,1
Adubação,Não possui degradação,Marianópolis do Tocantins,1
Aceiros,Pouco degradado,Paraíso do Tocantins,1
Calagem,Pouco degradado,Paraíso do Tocantins,1
Adubação,Pouco degradado,Paraíso do Tocantins,1
Calagem,Pouco degradado,Miranorte,1
Adubação,Pouco degradado,Miranorte,1
Aceiros,,Paraíso do Tocantins,1
Adubação,Muito degradado,Aliança do Tocantins,1
Aceiros,Pouco degradado,Miracema do Tocantins,1
Descarte correto de embalagens,Pouco degradado,Miracema do Tocantins,1
Recuperação de pastagens,Pouco degradado,Miracema do Tocantins,1
Consórcio,,Porto Nacional,1
Adubação,,Porto Nacional,1
Não usa,Degradação Média,Crixás do Tocantins,1
Aceiros,Pouco degradado,Fortaleza do Tabocão,1
Calagem,Pouco degradado,Fortaleza do Tabocão,1
Descarte correto de embalagens,Pouco degradado,Fortaleza do Tabocão,1
Recuperação de pastagens,Pouco degradado,Fortaleza do Tabocão,1
Adubação,Pouco degradado,Fortaleza do Tabocão,1
Adubação verde,Não possui degradação,Palmas,1
Aceiros,Não possui degradação,Palmas,1
Reaproveitamento de residuos,Pouco degradado,Filadélfia,1
Aceiros,Pouco degradado,Filadélfia,1
Rotação de cultura,Não possui degradação,Riachinho,1
Aceiros,Não possui degradação,Riachinho,1
Calagem,Não possui degradação,Riachinho,1
Plantio direto,Não possui degradação,Riachinho,1
Adubação,Não possui degradação,Riachinho,1
Aceiros,Degradação Média,Araguanã,1
Calagem,Não possui degradação,Dianópolis,1
Rotação de cultura,,Peixe,1
Aceiros,,Peixe,1
Recuperação de pastagens,,Peixe,1
Adubação,,Peixe,1
Aceiros,Pouco degradado,Barrolândia,1
Calagem,Pouco degradado,Barrolândia,1
Recuperação de pastagens,Pouco degradado,Barrolândia,1
Adubação,Pouco degradado,Barrolândia,1
Aceiros,,Caseara,1
Rotação de cultura,Não possui degradação,Esperantina,1
Plantio direto,Não possui degradação,Esperantina,1
Aceiros,Pouco degradado,Paraíso do Tocantins,1
Adubação,Pouco degradado,Paraíso do Tocantins,1
Reaproveitamento de residuos,Não possui degradação,Centenário,1
Rotação de cultura,Não possui degradação,Centenário,1
Aceiros,Não possui degradação,Centenário,1
Aceiros,Pouco degradado,Silvanópolis,1
Calagem,Pouco degradado,Silvanópolis,1
Recuperação de pastagens,Pouco degradado,Silvanópolis,1
Reaproveitamento de residuos,Pouco degradado,Divinópolis do Tocantins,1
Aceiros,Pouco degradado,Divinópolis do Tocantins,1
Descarte correto de embalagens,Pouco degradado,Divinópolis do Tocantins,1
Recuperação de pastagens,Pouco degradado,Divinópolis do Tocantins,1
Plantio direto,Pouco degradado,Divinópolis do Tocantins,1
Adubação,Pouco degradado,Divinópolis do Tocantins,1
Aceiros,Pouco degradado,Miracema do Tocantins,1
Descarte correto de embalagens,Pouco degradado,Miracema do Tocantins,1
