uso_de_praticas_convencionais,qual_o_nivel_de_degradacao_que_predomina_nas_pastagens_,municipio_ibge,count
Uso de agrotóxicos,Não possui degradação,Novo Jardim,1
Plantio convencional,Pouco degradado,Ipueiras,1
Aração,Pouco degradado,Ipueiras,1
Gradagem,Pouco degradado,Ipueiras,1
Pastagem nativa,Pouco degradado,Ipueiras,1
Roça de toco,Pouco degradado,Almas,1
Aração,Pouco degradado,Riachinho,1
Gradagem,Pouco degradado,Riachinho,1
Plantio convencional,,dois Irmãos do Tocantins,1
Aração,,dois Irmãos do Tocantins,1
Gradagem,,dois Irmãos do Tocantins,1
Uso de agrotóxicos,,dois Irmãos do Tocantins,1
Plantio convencional,Não possui degradação,Dianópolis,1
Aração,Não possui degradação,Dianópolis,1
Gradagem,Não possui degradação,Dianópolis,1
Pastagem nativa,Não possui degradação,Dianópolis,1
Uso de agrotóxicos,Não possui degradação,Dianópolis,1
Roça de toco,,Angico,1
Aração,,Angico,1
Gradagem,,Angico,1
Queimadas,,Angico,1
Uso de agrotóxicos,,Angico,1
Não usa,Pouco degradado,Alvorada,1
Plantio convencional,,Almas,1
Aração,,Almas,1
Gradagem,,Almas,1
Pastagem nativa,,Almas,1
Aração,,Tocantínia,1
Gradagem,,Tocantínia,1
Queimadas,,Tocantínia,1
Roça de toco,Degradação Média,Muricilândia,1
Aração,Degradação Média,Muricilândia,1
Gradagem,Degradação Média,Muricilândia,1
Queimadas,Degradação Média,Muricilândia,1
Uso de agrotóxicos,Degradação Média,Muricilândia,1
Não usa,Degradação Média,Cristalândia,1
Roça de toco,Não possui degradação,Novo Jardim,1
Plantio convencional,Não possui degradação,Novo Jardim,1
Não usa,Não possui degradação,Caseara,1
Roça de toco,Não possui degradação,Dianópolis,1
Queimadas,Não possui degradação,Dianópolis,1
Plantio convencional,Degradação Média,Gurupi,1
Pastagem nativa,Degradação Média,Gurupi,1
Roça de toco,Não possui degradação,Araguaína,1
Plantio convencional,Não possui degradação,Araguaína,1
Pastagem nativa,Não possui degradação,Araguaína,1
Roça de toco,Não possui degradação,Almas,1
Pastagem nativa,Não possui degradação,Almas,1
Plantio convencional,Pouco degradado,,1
Uso de agrotóxicos,Pouco degradado,,1
Plantio convencional,Degradação Média,Chapada de Areia,1
Aração,Degradação Média,Chapada de Areia,1
Gradagem,Degradação Média,Chapada de Areia,1
Aração,Não possui degradação,Palmas,1
Gradagem,Não possui degradação,Palmas,1
Pastagem nativa,Não possui degradação,Palmas,1
Uso de agrotóxicos,Não possui degradação,Axixá do Tocantins,1
Aração,Degradação Média,Fátima,1
Gradagem,Degradação Média,Fátima,1
Roça de toco,Não possui degradação,Paranã,1
Pastagem nativa,Não possui degradação,Paranã,1
Monocultura,Não possui degradação,Paranã,1
Uso de agrotóxicos,Não possui degradação,Paranã,1
Plantio convencional,Pouco degradado,Babaçulândia,1
Aração,Pouco degradado,Babaçulândia,1
Gradagem,Pouco degradado,Babaçulândia,1
Pastagem nativa,Pouco degradado,Babaçulândia,1
Plantio convencional,Degradação Média,Peixe,1
Aração,Degradação Média,Peixe,1
Gradagem,Degradação Média,Peixe,1
Uso de agrotóxicos,Degradação Média,Peixe,1
Aração,Degradação Média,Colméia,1
Gradagem,Degradação Média,Colméia,1
Uso de agrotóxicos,Degradação Média,Colméia,1
Roça de toco,,Monte do Carmo,1
Plantio convencional,,Monte do Carmo,1
Monocultura,,Monte do Carmo,1
Aração,Pouco degradado,Bandeirantes do Tocantins,1
Gradagem,Pouco degradado,Bandeirantes do Tocantins,1
Monocultura,Pouco degradado,Bandeirantes do Tocantins,1
Uso de agrotóxicos,Pouco degradado,Bandeirantes do Tocantins,1
Plantio convencional,Pouco degradado,Palmeirópolis,1
Aração,Pouco degradado,Palmeirópolis,1
Gradagem,Pouco degradado,Palmeirópolis,1
Uso de agrotóxicos,Pouco degradado,Palmeirópolis,1
Aração,Degradação Média,Bandeirantes do Tocantins,1
Gradagem,Degradação Média,Bandeirantes do Tocantins,1
Monocultura,Degradação Média,Bandeirantes do Tocantins,1
Uso de agrotóxicos,Degradação Média,Bandeirantes do Tocantins,1
Plantio convencional,Degradação Média,Silvanópolis,1
Aração,Degradação Média,Silvanópolis,1
Gradagem,Degradação Média,Silvanópolis,1
Pastagem nativa,Degradação Média,Silvanópolis,1
Uso de agrotóxicos,Degradação Média,Silvanópolis,1
Aração,Não possui degradação,Angico,1
Gradagem,Não possui degradação,Angico,1
Queimadas,Não possui degradação,Angico,1
Monocultura,Não possui degradação,Angico,1
Uso de agrotóxicos,Não possui degradação,Angico,1
Plantio convencional,Não possui degradação,Monte Santo do Tocantins,1
Aração,Não possui degradação,Monte Santo do Tocantins,1
Gradagem,Não possui degradação,Monte Santo do Tocantins,1
Uso de agrotóxicos,Não possui degradação,Monte Santo do Tocantins,1
Roça de toco,Pouco degradado,Nova Olinda,1
Plantio convencional,Pouco degradado,Nova Olinda,1
Aração,Pouco degradado,Nova Olinda,1
Gradagem,Pouco degradado,Nova Olinda,1
Pastagem nativa,Pouco degradado,Nova Olinda,1
Monocultura,Pouco degradado,Nova Olinda,1
Uso de agrotóxicos,Pouco degradado,Nova Olinda,1
Plantio convencional,Degradação Média,Nova Rosalândia,1
Plantio convencional,Degradação Média,Paraíso do Tocantins,1
Aração,Pouco degradado,Araguaçu,1
Gradagem,Pouco degradado,Araguaçu,1
Monocultura,Pouco degradado,Araguaçu,1
Aração,,Alvorada,1
Gradagem,,Alvorada,1
Aração,Não possui degradação,Cristalândia,1
Gradagem,Não possui degradação,Cristalândia,1
Queimadas,Não possui degradação,Cristalândia,1
Uso de agrotóxicos,Não possui degradação,Cristalândia,1
Não usa,Pouco degradado,Miranorte,1
Roça de toco,Pouco degradado,Ipueiras,1
Uso de agrotóxicos,Pouco degradado,Ipueiras,1
Aração,Degradação Média,Araguaína,1
Gradagem,Degradação Média,Araguaína,1
Monocultura,Degradação Média,Araguaína,1
Uso de agrotóxicos,Degradação Média,Araguaína,1
Roça de toco,Não possui degradação,Rio Sono,1
Plantio convencional,Não possui degradação,Rio Sono,1
Aração,Não possui degradação,Rio Sono,1
Gradagem,Não possui degradação,Rio Sono,1
Roça de toco,,Pedro Afonso,1
Plantio convencional,,Pedro Afonso,1
Aração,,Pedro Afonso,1
Gradagem,,Pedro Afonso,1
Pastagem nativa,,Pedro Afonso,1
Plantio convencional,,Bom Jesus do Tocantins,1
Aração,,Bom Jesus do Tocantins,1
Gradagem,,Bom Jesus do Tocantins,1
Pastagem nativa,,Bom Jesus do Tocantins,1
Monocultura,,Bom Jesus do Tocantins,1
Roça de toco,Degradação Média,Porto Alegre do Tocantins,1
Aração,Degradação Média,Porto Alegre do Tocantins,1
Gradagem,Degradação Média,Porto Alegre do Tocantins,1
Roça de toco,Não possui degradação,Paranã,1
Aração,Não possui degradação,Paranã,1
Gradagem,Não possui degradação,Paranã,1
Plantio convencional,,Dianópolis,1
Aração,,Dianópolis,1
Gradagem,,Dianópolis,1
Plantio convencional,Não possui degradação,Miracema do Tocantins,1
Aração,Não possui degradação,Miracema do Tocantins,1
Gradagem,Não possui degradação,Miracema do Tocantins,1
Plantio convencional,Não possui degradação,Divinópolis do Tocantins,1
Aração,,Itaguatins,1
Gradagem,,Itaguatins,1
Uso de agrotóxicos,,Itaguatins,1
Plantio convencional,,dois Irmãos do Tocantins,1
Aração,,dois Irmãos do Tocantins,1
Gradagem,,dois Irmãos do Tocantins,1
Uso de agrotóxicos,,dois Irmãos do Tocantins,1
Uso de agrotóxicos,Pouco degradado,dois Irmãos do Tocantins,1
Aração,Degradação Média,Dianópolis,1
Gradagem,Degradação Média,Dianópolis,1
Pastagem nativa,Degradação Média,Dianópolis,1
Roça de toco,Pouco degradado,darcinópolis,1
Plantio convencional,Pouco degradado,darcinópolis,1
Queimadas,Pouco degradado,darcinópolis,1
Pastagem nativa,Pouco degradado,darcinópolis,1
Monocultura,Pouco degradado,darcinópolis,1
Uso de agrotóxicos,Pouco degradado,darcinópolis,1
Roça de toco,,Caseara,1
Plantio convencional,,Caseara,1
Aração,,Caseara,1
Gradagem,,Caseara,1
Pastagem nativa,,Caseara,1
Roça de toco,Não possui degradação,Ananás,1
Aração,Não possui degradação,Ananás,1
Gradagem,Não possui degradação,Ananás,1
Queimadas,Não possui degradação,Ananás,1
Aração,Pouco degradado,Fátima,1
Gradagem,Pouco degradado,Fátima,1
Plantio convencional,Pouco degradado,Figueirópolis,1
Aração,Pouco degradado,Figueirópolis,1
Gradagem,Pouco degradado,Figueirópolis,1
Uso de agrotóxicos,Pouco degradado,Figueirópolis,1
Pastagem nativa,Pouco degradado,Araguaína,1
Monocultura,Pouco degradado,Araguaína,1
Uso de agrotóxicos,Pouco degradado,Araguaína,1
Roça de toco,Pouco degradado,Paranã,1
Pastagem nativa,Pouco degradado,Paranã,1
Roça de toco,Não possui degradação,Dianópolis,1
Plantio convencional,Não possui degradação,Dianópolis,1
Queimadas,Não possui degradação,Dianópolis,1
Não usa,,Caseara,1
Roça de toco,,Pedro Afonso,1
Plantio convencional,,Pedro Afonso,1
Pastagem nativa,,Pedro Afonso,1
Aração,Não possui degradação,Almas,1
Gradagem,Não possui degradação,Almas,1
Plantio convencional,Degradação Média,Aliança do Tocantins,1
Aração,Degradação Média,Aliança do Tocantins,1
Gradagem,Degradação Média,Aliança do Tocantins,1
Monocultura,Degradação Média,Aliança do Tocantins,1
Uso de agrotóxicos,Degradação Média,Aliança do Tocantins,1
Plantio convencional,Pouco degradado,Novo Jardim,1
Aração,Pouco degradado,Novo Jardim,1
Gradagem,Pouco degradado,Novo Jardim,1
Aração,Pouco degradado,Santa Fé do Araguaia,1
Gradagem,Pouco degradado,Santa Fé do Araguaia,1
Uso de agrotóxicos,Pouco degradado,Santa Fé do Araguaia,1
Roça de toco,,Couto Magalhães,1
Plantio convencional,,Couto Magalhães,1
Queimadas,,Couto Magalhães,1
Aração,Não possui degradação,Ananás,1
Gradagem,Não possui degradação,Ananás,1
Uso de agrotóxicos,Não possui degradação,Ananás,1
Plantio convencional,,Sítio Novo do Tocantins,1
Aração,,Sítio Novo do Tocantins,1
Gradagem,,Sítio Novo do Tocantins,1
Uso de agrotóxicos,,Sítio Novo do Tocantins,1
Plantio convencional,Não possui degradação,Talismã,1
Aração,Não possui degradação,Talismã,1
Gradagem,Não possui degradação,Talismã,1
Aração,Pouco degradado,Sucupira,1
Gradagem,Pouco degradado,Sucupira,1
Queimadas,Pouco degradado,Sucupira,1
Plantio convencional,Não possui degradação,Santa Terezinha do Tocantins,1
Aração,Não possui degradação,Santa Terezinha do Tocantins,1
Gradagem,Não possui degradação,Santa Terezinha do Tocantins,1
Queimadas,Não possui degradação,Santa Terezinha do Tocantins,1
Pastagem nativa,Não possui degradação,Santa Terezinha do Tocantins,1
Uso de agrotóxicos,Não possui degradação,Santa Terezinha do Tocantins,1
Aração,Pouco degradado,Goiatins,1
Gradagem,Pouco degradado,Goiatins,1
Roça de toco,Não possui degradação,Esperantina,1
Plantio convencional,Não possui degradação,Esperantina,1
Aração,Não possui degradação,Esperantina,1
Gradagem,Não possui degradação,Esperantina,1
Aração,,Paraíso do Tocantins,1
Gradagem,,Paraíso do Tocantins,1
Plantio convencional,Pouco degradado,dois Irmãos do Tocantins,1
Aração,Pouco degradado,dois Irmãos do Tocantins,1
Gradagem,Pouco degradado,dois Irmãos do Tocantins,1
Uso de agrotóxicos,Pouco degradado,dois Irmãos do Tocantins,1
Plantio convencional,,Porto Nacional,1
Aração,,Porto Nacional,1
Gradagem,,Porto Nacional,1
Uso de agrotóxicos,,Porto Nacional,1
Aração,Pouco degradado,Tupirama,1
Gradagem,Pouco degradado,Tupirama,1
Plantio convencional,Muito degradado,Aliança do Tocantins,1
Aração,Muito degradado,Aliança do Tocantins,1
Gradagem,Muito degradado,Aliança do Tocantins,1
Uso de agrotóxicos,Muito degradado,Aliança do Tocantins,1
Plantio convencional,,São Miguel do Tocantins,1
Queimadas,,São Miguel do Tocantins,1
Uso de agrotóxicos,,São Miguel do Tocantins,1
Roça de toco,Não possui degradação,Araguanã,1
Aração,Não possui degradação,Araguanã,1
Gradagem,Não possui degradação,Araguanã,1
Monocultura,Não possui degradação,Araguanã,1
Uso de agrotóxicos,Não possui degradação,Araguanã,1
Aração,Pouco degradado,Araguaína,1
Gradagem,Pouco degradado,Araguaína,1
Uso de agrotóxicos,Pouco degradado,Araguaína,1
Plantio convencional,Degradação Média,Crixás do Tocantins,1
Monocultura,Degradação Média,Crixás do Tocantins,1
Uso de agrotóxicos,Degradação Média,Crixás do Tocantins,1
Plantio convencional,Não possui degradação,Araguaína,1
Aração,Não possui degradação,Araguaína,1
Gradagem,Não possui degradação,Araguaína,1
Uso de agrotóxicos,Não possui degradação,Araguaína,1
Pastagem nativa,Muito degradado,Marianópolis do Tocantins,1
Roça de toco,Pouco degradado,Pium,1
Aração,Pouco degradado,Pium,1
Gradagem,Pouco degradado,Pium,1
Queimadas,Pouco degradado,Pium,1
Pastagem nativa,Pouco degradado,Pium,1
Roça de toco,Pouco degradado,Chapada da Natividade,1
Queimadas,Pouco degradado,Chapada da Natividade,1
Roça de toco,,Xambioá,1
Monocultura,,Xambioá,1
Roça de toco,Pouco degradado,Chapada da Natividade,1
Aração,Pouco degradado,Chapada da Natividade,1
Gradagem,Pouco degradado,Chapada da Natividade,1
Aração,,Dianópolis,1
Gradagem,,Dianópolis,1
Roça de toco,Pouco degradado,Paraíso do Tocantins,1
Plantio convencional,Pouco degradado,Paraíso do Tocantins,1
Aração,Não possui degradação,Miranorte,1
Gradagem,Não possui degradação,Miranorte,1
Plantio convencional,,Axixá do Tocantins,1
Aração,,Axixá do Tocantins,1
Gradagem,,Axixá do Tocantins,1
Uso de agrotóxicos,,Axixá do Tocantins,1
Plantio convencional,Degradação Média,darcinópolis,1
Aração,Degradação Média,darcinópolis,1
Gradagem,Degradação Média,darcinópolis,1
Uso de agrotóxicos,Degradação Média,darcinópolis,1
Não usa,,Axixá do Tocantins,1
Roça de toco,Pouco degradado,Chapada da Natividade,1
Roça de toco,Degradação Média,Xambioá,1
Plantio convencional,Degradação Média,Xambioá,1
Monocultura,Degradação Média,Xambioá,1
Uso de agrotóxicos,Degradação Média,Xambioá,1
Plantio convencional,Pouco degradado,Dianópolis,1
Pastagem nativa,Pouco degradado,Dianópolis,1
Plantio convencional,Pouco degradado,Chapada da Natividade,1
Aração,Pouco degradado,Chapada da Natividade,1
Gradagem,Pouco degradado,Chapada da Natividade,1
Plantio convencional,Muito degradado,Santa Rita do Tocantins,1
Aração,Muito degradado,Santa Rita do Tocantins,1
Gradagem,Muito degradado,Santa Rita do Tocantins,1
Monocultura,Muito degradado,Santa Rita do Tocantins,1
Queimadas,Pouco degradado,Filadélfia,1
Uso de agrotóxicos,Pouco degradado,Filadélfia,1
Plantio convencional,Pouco degradado,Miranorte,1
Aração,Pouco degradado,Miranorte,1
Gradagem,Pouco degradado,Miranorte,1
Aração,Não possui degradação,Lajeado,1
Gradagem,Não possui degradação,Lajeado,1
Roça de toco,Degradação Média,Chapada da Natividade,1
Plantio convencional,Degradação Média,Chapada da Natividade,1
Aração,Degradação Média,Chapada da Natividade,1
Gradagem,Degradação Média,Chapada da Natividade,1
Queimadas,Degradação Média,Chapada da Natividade,1
Pastagem nativa,Degradação Média,Chapada da Natividade,1
Roça de toco,Degradação Média,Chapada da Natividade,1
Aração,Degradação Média,Chapada da Natividade,1
Gradagem,Degradação Média,Chapada da Natividade,1
Queimadas,Degradação Média,Chapada da Natividade,1
Pastagem nativa,Degradação Média,Chapada da Natividade,1
Monocultura,Degradação Média,Chapada da Natividade,1
Plantio convencional,Degradação Média,Cariri do Tocantins,1
Aração,Degradação Média,Cariri do Tocantins,1
Gradagem,Degradação Média,Cariri do Tocantins,1
Uso de agrotóxicos,Degradação Média,Cariri do Tocantins,1
Roça de toco,Não possui degradação,Miranorte,1
Plantio convencional,Não possui degradação,Luzinópolis,1
Aração,Não possui degradação,Luzinópolis,1
Gradagem,Não possui degradação,Luzinópolis,1
Uso de agrotóxicos,Não possui degradação,Luzinópolis,1
Roça de toco,Pouco degradado,Piraquê,1
Aração,Pouco degradado,Piraquê,1
Gradagem,Pouco degradado,Piraquê,1
Queimadas,Pouco degradado,Piraquê,1
Uso de agrotóxicos,Pouco degradado,Piraquê,1
Roça de toco,Pouco degradado,Chapada da Natividade,1
Aração,Pouco degradado,Chapada da Natividade,1
Gradagem,Pouco degradado,Chapada da Natividade,1
Queimadas,Pouco degradado,Chapada da Natividade,1
Pastagem nativa,Pouco degradado,Chapada da Natividade,1
Monocultura,Pouco degradado,Chapada da Natividade,1
Plantio convencional,Degradação Média,Xambioá,1
Monocultura,Degradação Média,Xambioá,1
Uso de agrotóxicos,Degradação Média,Xambioá,1
Aração,Pouco degradado,Santa Fé do Araguaia,1
Gradagem,Pouco degradado,Santa Fé do Araguaia,1
Queimadas,Pouco degradado,Santa Fé do Araguaia,1
Uso de agrotóxicos,Pouco degradado,Santa Fé do Araguaia,1
Aração,Degradação Média,Araguaína,1
Gradagem,Degradação Média,Araguaína,1
Uso de agrotóxicos,Degradação Média,Araguaína,1
Aração,Pouco degradado,Pium,1
Gradagem,Pouco degradado,Pium,1
Uso de agrotóxicos,Pouco degradado,Pium,1
Aração,Pouco degradado,Wanderlândia,1
Gradagem,Pouco degradado,Wanderlândia,1
Uso de agrotóxicos,Pouco degradado,Wanderlândia,1
Aração,Degradação Média,Fátima,1
Gradagem,Degradação Média,Fátima,1
Uso de agrotóxicos,Degradação Média,Fátima,1
Plantio convencional,Degradação Média,Aliança do Tocantins,1
Aração,Degradação Média,Aliança do Tocantins,1
Gradagem,Degradação Média,Aliança do Tocantins,1
Plantio convencional,Pouco degradado,Palmeiras do Tocantins,1
Aração,Pouco degradado,Palmeiras do Tocantins,1
Gradagem,Pouco degradado,Palmeiras do Tocantins,1
Uso de agrotóxicos,Pouco degradado,Palmeiras do Tocantins,1
Roça de toco,Degradação Média,Paranã,1
Queimadas,Degradação Média,Paranã,1
Pastagem nativa,Degradação Média,Paranã,1
Plantio convencional,Pouco degradado,Xambioá,1
Aração,Pouco degradado,Xambioá,1
Gradagem,Pouco degradado,Xambioá,1
Uso de agrotóxicos,Pouco degradado,Xambioá,1
Roça de toco,Pouco degradado,Xambioá,1
Plantio convencional,Pouco degradado,Xambioá,1
Aração,Pouco degradado,Xambioá,1
Gradagem,Pouco degradado,Xambioá,1
Queimadas,Pouco degradado,Xambioá,1
Roça de toco,Pouco degradado,Monte Santo do Tocantins,1
Aração,,Sítio Novo do Tocantins,1
Gradagem,,Sítio Novo do Tocantins,1
Uso de agrotóxicos,,Sítio Novo do Tocantins,1
Roça de toco,Pouco degradado,Carmolândia,1
Plantio convencional,Pouco degradado,Carmolândia,1
Aração,Pouco degradado,Carmolândia,1
Gradagem,Pouco degradado,Carmolândia,1
Pastagem nativa,Pouco degradado,Carmolândia,1
Roça de toco,Pouco degradado,Xambioá,1
Plantio convencional,Pouco degradado,Xambioá,1
Aração,Pouco degradado,Xambioá,1
Gradagem,Pouco degradado,Xambioá,1
Queimadas,Pouco degradado,Xambioá,1
Monocultura,Pouco degradado,Xambioá,1
Uso de agrotóxicos,Pouco degradado,Xambioá,1
Plantio convencional,Pouco degradado,Paranã,1
Aração,Pouco degradado,Paranã,1
Gradagem,Pouco degradado,Paranã,1
Pastagem nativa,Pouco degradado,Paranã,1
Queimadas,Pouco degradado,Santa Fé do Araguaia,1
Uso de agrotóxicos,Pouco degradado,Santa Fé do Araguaia,1
Aração,Pouco degradado,Ponte Alta do Bom Jesus,1
Gradagem,Pouco degradado,Ponte Alta do Bom Jesus,1
Plantio convencional,Não possui degradação,Divinópolis do Tocantins,1
Aração,Não possui degradação,Divinópolis do Tocantins,1
Gradagem,Não possui degradação,Divinópolis do Tocantins,1
Aração,,Divinópolis do Tocantins,1
Gradagem,,Divinópolis do Tocantins,1
Uso de agrotóxicos,Não possui degradação,Monte Santo do Tocantins,1
Aração,Não possui degradação,Novo Jardim,1
Gradagem,Não possui degradação,Novo Jardim,1
Não usa,Degradação Média,Dianópolis,1
Roça de toco,Pouco degradado,Araguanã,1
Plantio convencional,Pouco degradado,Araguanã,1
Uso de agrotóxicos,Pouco degradado,Araguanã,1
Plantio convencional,,Nova Olinda,1
Aração,,Nova Olinda,1
Gradagem,,Nova Olinda,1
Pastagem nativa,,Nova Olinda,1
Uso de agrotóxicos,,Nova Olinda,1
Queimadas,Muito degradado,Silvanópolis,1
Pastagem nativa,Muito degradado,Silvanópolis,1
Monocultura,Muito degradado,Silvanópolis,1
Plantio convencional,Não possui degradação,Palmeiras do Tocantins,1
Aração,Não possui degradação,Palmeiras do Tocantins,1
Gradagem,Não possui degradação,Palmeiras do Tocantins,1
Uso de agrotóxicos,Não possui degradação,Palmeiras do Tocantins,1
Plantio convencional,,São Miguel do Tocantins,1
Uso de agrotóxicos,,São Miguel do Tocantins,1
Não usa,Pouco degradado,Araguaçu,1
Roça de toco,Degradação Média,Araguanã,1
Plantio convencional,Degradação Média,Araguanã,1
Aração,Degradação Média,Araguanã,1
Gradagem,Degradação Média,Araguanã,1
Queimadas,Degradação Média,Araguanã,1
Monocultura,Degradação Média,Araguanã,1
Plantio convencional,,Axixá do Tocantins,1
Uso de agrotóxicos,,Axixá do Tocantins,1
Plantio convencional,Pouco degradado,Filadélfia,1
Aração,Pouco degradado,Filadélfia,1
Gradagem,Pouco degradado,Filadélfia,1
Monocultura,Pouco degradado,Filadélfia,1
Uso de agrotóxicos,Pouco degradado,Filadélfia,1
Aração,Não possui degradação,Dianópolis,1
Gradagem,Não possui degradação,Dianópolis,1
Aração,Não possui degradação,Novo Jardim,1
Gradagem,Não possui degradação,Novo Jardim,1
Monocultura,Não possui degradação,Novo Jardim,1
Plantio convencional,,Paraíso do Tocantins,1
Aração,,Paraíso do Tocantins,1
Gradagem,,Paraíso do Tocantins,1
Plantio convencional,Degradação Média,Marianópolis do Tocantins,1
Aração,Degradação Média,Marianópolis do Tocantins,1
Gradagem,Degradação Média,Marianópolis do Tocantins,1
Uso de agrotóxicos,Degradação Média,Marianópolis do Tocantins,1
Plantio convencional,Não possui degradação,Dianópolis,1
Aração,Não possui degradação,Dianópolis,1
Gradagem,Não possui degradação,Dianópolis,1
Monocultura,Não possui degradação,Dianópolis,1
Aração,Não possui degradação,Divinópolis do Tocantins,1
Gradagem,Não possui degradação,Divinópolis do Tocantins,1
Aração,Não possui degradação,Rio da Conceição,1
Gradagem,Não possui degradação,Rio da Conceição,1
Pastagem nativa,Não possui degradação,Rio da Conceição,1
Uso de agrotóxicos,Não possui degradação,Rio da Conceição,1
Plantio convencional,Não possui degradação,Figueirópolis,1
Queimadas,Pouco degradado,Chapada da Natividade,1
Roça de toco,Não possui degradação,Aparecida do Rio Negro,1
Plantio convencional,Não possui degradação,Aparecida do Rio Negro,1
Aração,Não possui degradação,Aparecida do Rio Negro,1
Gradagem,Não possui degradação,Aparecida do Rio Negro,1
Pastagem nativa,Não possui degradação,Aparecida do Rio Negro,1
Plantio convencional,,dois Irmãos do Tocantins,1
Aração,,dois Irmãos do Tocantins,1
Gradagem,,dois Irmãos do Tocantins,1
Monocultura,,dois Irmãos do Tocantins,1
Uso de agrotóxicos,,dois Irmãos do Tocantins,1
Plantio convencional,,Dianópolis,1
Plantio convencional,Pouco degradado,Chapada de Areia,1
Aração,Pouco degradado,Chapada de Areia,1
Gradagem,Pouco degradado,Chapada de Areia,1
Aração,Não possui degradação,Miracema do Tocantins,1
Gradagem,Não possui degradação,Miracema do Tocantins,1
Aração,Não possui degradação,Araguaína,1
Gradagem,Não possui degradação,Araguaína,1
Uso de agrotóxicos,Não possui degradação,Araguaína,1
Aração,Não possui degradação,Filadélfia,1
Gradagem,Não possui degradação,Filadélfia,1
Queimadas,Não possui degradação,Filadélfia,1
Monocultura,Não possui degradação,Filadélfia,1
Plantio convencional,Pouco degradado,Axixá do Tocantins,1
Aração,Pouco degradado,Axixá do Tocantins,1
Gradagem,Pouco degradado,Axixá do Tocantins,1
Queimadas,Pouco degradado,Axixá do Tocantins,1
Uso de agrotóxicos,Pouco degradado,Axixá do Tocantins,1
Plantio convencional,Pouco degradado,Axixá do Tocantins,1
Aração,Pouco degradado,Axixá do Tocantins,1
Gradagem,Pouco degradado,Axixá do Tocantins,1
Queimadas,Pouco degradado,Axixá do Tocantins,1
Uso de agrotóxicos,Pouco degradado,Axixá do Tocantins,1
Plantio convencional,Pouco degradado,Axixá do Tocantins,1
Aração,Pouco degradado,Axixá do Tocantins,1
Gradagem,Pouco degradado,Axixá do Tocantins,1
Queimadas,Pouco degradado,Axixá do Tocantins,1
Uso de agrotóxicos,Pouco degradado,Axixá do Tocantins,1
Roça de toco,Não possui degradação,Riachinho,1
Plantio convencional,Não possui degradação,Riachinho,1
Aração,Não possui degradação,Riachinho,1
Gradagem,Não possui degradação,Riachinho,1
Uso de agrotóxicos,Não possui degradação,Riachinho,1
Plantio convencional,Pouco degradado,Colméia,1
Aração,Pouco degradado,Colméia,1
Gradagem,Pouco degradado,Colméia,1
Uso de agrotóxicos,Pouco degradado,Colméia,1
Aração,,Porto Nacional,1
Gradagem,,Porto Nacional,1
Uso de agrotóxicos,,Porto Nacional,1
Plantio convencional,Degradação Média,Jaú do Tocantins,1
Aração,Degradação Média,Jaú do Tocantins,1
Gradagem,Degradação Média,Jaú do Tocantins,1
Queimadas,Degradação Média,Jaú do Tocantins,1
Pastagem nativa,Degradação Média,Jaú do Tocantins,1
Uso de agrotóxicos,Degradação Média,Jaú do Tocantins,1
Aração,Pouco degradado,Tocantínia,1
Gradagem,Pouco degradado,Tocantínia,1
Uso de agrotóxicos,Pouco degradado,Tocantínia,1
Aração,Pouco degradado,Miranorte,1
Gradagem,Pouco degradado,Miranorte,1
Pastagem nativa,Pouco degradado,Miranorte,1
Monocultura,Pouco degradado,Miranorte,1
Roça de toco,,Paranã,1
Queimadas,,Paranã,1
Pastagem nativa,,Paranã,1
Monocultura,Pouco degradado,Paraíso do Tocantins,1
Uso de agrotóxicos,Pouco degradado,Paraíso do Tocantins,1
Pastagem nativa,,Talismã,1
Aração,Pouco degradado,Guaraí,1
Gradagem,Pouco degradado,Guaraí,1
Uso de agrotóxicos,Pouco degradado,Guaraí,1
Roça de toco,Não possui degradação,Rio Sono,1
Plantio convencional,Não possui degradação,Rio Sono,1
Aração,Não possui degradação,Rio Sono,1
Gradagem,Não possui degradação,Rio Sono,1
Pastagem nativa,Não possui degradação,Rio Sono,1
Não usa,Não possui degradação,Rio Sono,1
Aração,Pouco degradado,Cristalândia,1
Gradagem,Pouco degradado,Cristalândia,1
Plantio convencional,Degradação Média,Crixás do Tocantins,1
Aração,Degradação Média,Crixás do Tocantins,1
Gradagem,Degradação Média,Crixás do Tocantins,1
Uso de agrotóxicos,Degradação Média,Crixás do Tocantins,1
Aração,Pouco degradado,Santa Fé do Araguaia,1
Gradagem,Pouco degradado,Santa Fé do Araguaia,1
Roça de toco,,Babaçulândia,1
Plantio convencional,,Babaçulândia,1
Aração,,Babaçulândia,1
Gradagem,,Babaçulândia,1
Pastagem nativa,,Babaçulândia,1
Plantio convencional,Pouco degradado,Colméia,1
Aração,Pouco degradado,Colméia,1
Gradagem,Pouco degradado,Colméia,1
Uso de agrotóxicos,Pouco degradado,Colméia,1
Plantio convencional,Pouco degradado,Barrolândia,1
Aração,Pouco degradado,Barrolândia,1
Gradagem,Pouco degradado,Barrolândia,1
Plantio convencional,Não possui degradação,Divinópolis do Tocantins,1
Aração,Não possui degradação,Divinópolis do Tocantins,1
Gradagem,Não possui degradação,Divinópolis do Tocantins,1
Uso de agrotóxicos,Não possui degradação,Divinópolis do Tocantins,1
